,Acronym,RosterID,Interceptions,InterceptionsYards,InterceptionTDs,PassDefended,ForcedFumbles,FumblesRecovered,FumbleYards,FumbleTDs,Sacks,CombinedTackles,SoloTackles,AssistedTackles,TacklesForLoss,QbHits,Safeties
23649,rav,gnb85RobertTonyan,,,,,,,,,0.0,5.0,5.0,0.0,0.0,0.0,
23650,rav,gnb77BillyTurner,,,,,0.0,0.0,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
23651,rav,gnb83MarquezValdes-Scantling,,,,,,,,,,,,,,,
23652,rav,gnb78ColeVan,,,,,,,,,,,,,,,
23653,rav,gnb88JuwannWinfree,,,,,,,,,,,,,,,
23654,rav,gnb46StevenWirtel,,,,,,,,,0.0,4.0,4.0,0.0,0.0,0.0,
23655,rav,gnb24IsaacYiadom,,,,,,,,,,,,,,,
23656,rav,car20AmeerAbdullah,,,,,,,,,,,,,,,
23657,rav,car11RobbyAnderson,,,,,,,,,,,,,,,
23658,rav,car85DanArnold,,,,,,,,,0.0,5.0,5.0,0.0,0.0,0.0,
23659,rav,car39ReggieBonnafon,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23660,rav,car24A.J.Bouye,,,,,,,,,,,,,,,
23661,rav,car77DeonteBrown,,,,,0.0,0.0,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
23662,rav,car95DerrickBrown,,,,,,,,,,,,,,,
23663,rav,car33SpencerBrown,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23664,rav,car53BrianBurns,,,,,,,,,,,,,,,
23665,rav,car31JustonBurris,0.0,0.0,0.0,1.0,,,,,1.0,17.0,9.0,8.0,1.0,1.0,
23666,rav,car04JermaineCarter,,,,,,,,,,,,,,,
23667,rav,car34SeanChandler,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23668,rav,car03JosephCharlton,,,,,,,,,,,,,,,
23669,rav,car21JeremyChinn,0.0,0.0,0.0,4.0,,,,,0.0,78.0,49.0,29.0,1.0,1.0,
23670,rav,car70BradyChristensen,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
23671,rav,car83MattCole,,,,,,,,,,,,,,,
23672,rav,car65DennisDaley,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23673,rav,car14SamDarnold,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23674,rav,car10LacEdwards,,,,,,,,,,,,,,,
23675,rav,car60PatElflein,,,,,,,,,,,,,,,
23676,rav,car13AlexErickson,,,,,0.0,2.0,2.0,1.0,0.0,,,,,,
23677,rav,car75CameronErving,,,,,,,,,,,,,,,
23678,rav,car91MorganFox,,,,,,,,,,,,,,,
23679,rav,car42SamFranklin,,,,,,,,,,,,,,,
23680,rav,car32RoyceFreeman,1.0,0.0,0.0,2.0,,,,,1.0,23.0,19.0,4.0,3.0,3.0,
23681,rav,car09StephonGilmore,,,,,,,,,,,,,,,
23682,rav,car05ZaneGonzalez,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23683,rav,car97YeturGross-Matos,,,,,,,,,,,,,,,
23684,rav,car03LirimHajrullahu,,,,,,,,,,,,,,,
23685,rav,car36MadreHarper,2.0,17.0,1.0,12.0,,,,,1.0,80.0,49.0,31.0,3.0,1.0,
23686,rav,car38MylesHartsfield,0.0,0.0,0.0,1.0,,,,,1.0,25.0,17.0,8.0,3.0,1.0,
23687,rav,car98MarquisHaynes,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,35.0,15.0,20.0,4.0,1.0,
23688,rav,car15C.J.Henderson,,,,,0.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
23689,rav,car69FrankHerron,,,,,,,,,0.0,4.0,1.0,3.0,0.0,0.0,
23690,rav,car08JayceeHorn,,,,,0.0,2.0,9.0,0.0,0.0,,,,,,
23691,rav,car66MikeHorton,,,,,,,,,,,,,,,
23692,rav,car71PhilHoskins,,,,,,,,,0.0,18.0,7.0,11.0,0.0,1.0,
23693,rav,car30ChubaHubbard,0.0,0.0,0.0,3.0,,,,,0.0,17.0,17.0,0.0,1.0,0.0,
23694,rav,car26DonteJackson,1.0,0.0,0.0,1.0,,,,,0.0,21.0,15.0,6.0,1.0,1.0,
23695,rav,car44J.J.Jansen,1.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,58.0,44.0,14.0,0.0,1.0,
23696,rav,car92DarrylJohnson,0.0,0.0,0.0,2.0,,,,,2.0,36.0,23.0,13.0,7.0,5.0,
23697,rav,car57ClayJohnston,,,,,,,,,0.0,13.0,3.0,10.0,0.0,0.0,
23698,rav,car90DaQuanJones,,,,,,,,,1.0,14.0,11.0,3.0,2.0,3.0,
23699,rav,car73MichaelJordan,,,,,,,,,,,,,,,
23700,rav,car18KeithKirkwood,,,,,,,,,,,,,,,
23701,rav,car49FrankieLuvu,,,,,,,,,0.0,41.0,18.0,23.0,0.0,2.0,
23702,rav,car88TerraceMarshall,,,,,,,,,,,,,,,
23703,rav,car47KamalMartin,,,,,,,,,,,,,,,
23704,rav,car22ChristianMcCaffrey,0.0,0.0,0.0,3.0,,,,,0.0,18.0,15.0,3.0,1.0,0.0,
23705,rav,car29RashaanMelvin,,,,,,,,,,,,,,,
23706,rav,car67JohnMiller,,,,,,,,,,,,,,,
23707,rav,car02D.J.Moore,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
23708,rav,car72TaylorMoton,,,,,,,,,,,,,,,
23709,rav,car01CamNewton,,,,,,,,,,,,,,,
23710,rav,car94DaviyonNixon,,,,,,,,,1.0,3.0,1.0,2.0,1.0,1.0,
23711,rav,car63PatrickOmameh,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23712,rav,car61MattParadis,,,,,,,,,,,,,,,
23713,rav,car19AaronParker,,,,,,,,,,,,,,,
23714,rav,car74AustenPleasants,,,,,,,,,,,,,,,
23715,rav,car43HaasonReddick,,,,,,,,,,,,,,,
23716,rav,car45GiovanniRicci,,,,,,,,,0.0,6.0,3.0,3.0,0.0,3.0,
23717,rav,car27KennyRobinson,,,,,,,,,,,,,,,
23718,rav,car93BravvionRoy,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.5,49.0,29.0,20.0,5.0,12.0,
23719,rav,car09RyanSantoso,,,,,,,,,,,,,,,
23720,rav,car81C.J.Saunders,,,,,,,,,,,,,,,
23721,rav,car78TrentonScott,,,,,,,,,,,,,,,
23722,rav,car20RodneySmith,,,,,,,,,,,,,,,
23723,rav,car12ShiSmith,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
23724,rav,car83WillieSnead,,,,,,,,,,,,,,,
23725,rav,car50JulianStanford,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.5,34.0,19.0,15.0,6.0,17.0,
23726,rav,car84StephenSullivan,,,,,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,
23727,rav,car28KeithTaylor,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
23728,rav,car68SamTecklenburg,,,,,,,,,,,,,,,
23729,rav,car80IanThomas,,,,,,,,,,,,,,,
23730,rav,car23StantleyThomas-Oliver,3.0,21.0,0.0,11.0,,,,,0.0,54.0,46.0,8.0,0.0,0.0,
23731,rav,car86ColinThompson,,,,,,,,,,,,,,,
23732,rav,car54ShaqThompson,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,7.0,59.0,33.0,26.0,8.0,15.0,
23733,rav,car82TommyTremble,,,,,,,,,,,,,,,
23734,rav,car06P.J.Walker,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,98.0,68.0,30.0,10.0,3.0,
23735,rav,car10RyanWinslow,,,,,,,,,,,,,,,
23736,rav,car16BrandonZylstra,,,,,,,,,0.0,9.0,4.0,5.0,0.0,0.0,
23737,rav,nwe15NelsonAgholor,,,,,0.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
23738,rav,nwe94HenryAnderson,,,,,,,,,1.0,3.0,1.0,2.0,1.0,1.0,
23739,rav,nwe60DavidAndrews,,,,,,,,,,,,,,,
23740,rav,nwe86DevinAsiasi,,,,,,,,,,,,,,,
23741,rav,nwe07JakeBailey,,,,,,,,,,,,,,,
23742,rav,nwe70ChristianBarmore,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
23743,rav,nwe08Ja'WhaunBentley,,,,,0.0,2.0,9.0,0.0,0.0,,,,,,
23744,rav,nwe29JustinBethel,,,,,,,,,,,,,,,
23745,rav,nwe25BrandonBolden,1.0,0.0,0.0,3.0,,,,,2.0,35.0,30.0,5.0,4.0,3.0,
23746,rav,nwe84KendrickBourne,,,,,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,
23747,rav,nwe96TashawnBower,,,,,,,,,1.0,16.0,8.0,8.0,2.0,3.0,
23748,rav,nwe77TrentBrown,,,,,0.0,0.0,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
23749,rav,nwe41MylesBryant,0.0,0.0,0.0,1.0,,,,,0.0,12.0,9.0,3.0,0.0,0.0,
23750,rav,nwe72YodnyCajuste,,,,,,,,,,,,,,,
23751,rav,nwe49JoeCardona,,,,,,,,,0.0,41.0,18.0,23.0,0.0,2.0,
23752,rav,nwe58JamieCollins,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
23753,rav,nwe98CarlDavis,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,35.0,15.0,20.0,4.0,1.0,
23754,rav,nwe22CodyDavis,0.0,0.0,0.0,3.0,,,,,0.0,18.0,15.0,3.0,1.0,0.0,
23755,rav,nwe30SeanDavis,0.0,0.0,0.0,3.0,,,,,0.0,17.0,17.0,0.0,1.0,0.0,
23756,rav,nwe23KyleDugger,3.0,21.0,0.0,11.0,,,,,0.0,54.0,46.0,8.0,0.0,0.0,
23757,rav,nwe63YasirDurant,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23758,rav,nwe95DanielEkuale,,,,,,,,,,,,,,,
23759,rav,nwe65JamesFerentz,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23760,rav,nwe06NickFolk,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,98.0,68.0,30.0,10.0,3.0,
23761,rav,nwe92DavonGodchaux,0.0,0.0,0.0,2.0,,,,,2.0,36.0,23.0,13.0,7.0,5.0,
23762,rav,nwe93LawrenceGuy,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.5,49.0,29.0,20.0,5.0,12.0,
23763,rav,nwe37DamienHarris,,,,,,,,,,,,,,,
23764,rav,nwe01N'KealHarry,,,,,,,,,,,,,,,
23765,rav,nwe85HunterHenry,,,,,,,,,0.0,5.0,5.0,0.0,0.0,0.0,
23766,rav,nwe75JustinHerron,,,,,,,,,,,,,,,
23767,rav,nwe54Dont'aHightower,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,7.0,59.0,33.0,26.0,8.0,15.0,
23768,rav,nwe05BrianHoyer,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23769,rav,nwe27J.C.Jackson,,,,,,,,,,,,,,,
23770,rav,nwe47JakobJohnson,,,,,,,,,,,,,,,
23771,rav,nwe31JonathanJones,0.0,0.0,0.0,1.0,,,,,1.0,17.0,9.0,8.0,1.0,1.0,
23772,rav,nwe10MacJones,,,,,,,,,,,,,,,
23773,rav,nwe09MattJudon,,,,,,,,,,,,,,,
23774,rav,nwe67TedKarras,,,,,,,,,,,,,,,
23775,rav,nwe36BrandonKing,2.0,17.0,1.0,12.0,,,,,1.0,80.0,49.0,31.0,3.0,1.0,
23776,rav,nwe83MattLaCosse,,,,,,,,,,,,,,,
23777,rav,nwe48HarveyLangi,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
23778,rav,nwe69ShaqMason,,,,,,,,,0.0,4.0,1.0,3.0,0.0,0.0,
23779,rav,nwe32DevinMcCourty,1.0,0.0,0.0,2.0,,,,,1.0,23.0,19.0,4.0,3.0,3.0,
23780,rav,nwe16JakobiMeyers,,,,,,,,,0.0,9.0,4.0,5.0,0.0,0.0,
23781,rav,nwe02JalenMills,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
23782,rav,nwe43CalvinMunson,,,,,,,,,,,,,,,
23783,rav,nwe80GunnerOlszewski,,,,,,,,,,,,,,,
23784,rav,nwe71MichaelOnwenu,,,,,,,,,0.0,18.0,7.0,11.0,0.0,1.0,
23785,rav,nwe21AdrianPhillips,0.0,0.0,0.0,4.0,,,,,0.0,78.0,49.0,29.0,1.0,1.0,
23786,rav,nwe39D'AngeloRoss,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23787,rav,nwe68WilliamSherman,,,,,,,,,,,,,,,
23788,rav,nwe18MatthewSlater,,,,,,,,,,,,,,,
23789,rav,nwe81JonnuSmith,,,,,,,,,,,,,,,
23790,rav,nwe38RhamondreStevenson,0.0,0.0,0.0,1.0,,,,,1.0,25.0,17.0,8.0,3.0,1.0,
23791,rav,nwe48JahlaniTavai,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
23792,rav,nwe42J.J.Taylor,,,,,,,,,,,,,,,
23793,rav,nwe55JoshUche,,,,,,,,,,,,,,,
23794,rav,nwe53KyleVan,,,,,,,,,,,,,,,
23795,rav,nwe26ShaunWade,1.0,0.0,0.0,1.0,,,,,0.0,21.0,15.0,6.0,1.0,1.0,
23796,rav,nwe28JamesWhite,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
23797,rav,nwe17KristianWilkerson,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
23798,rav,nwe33JoejuanWilliams,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23799,rav,nwe50ChaseWinovich,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.5,34.0,19.0,15.0,6.0,17.0,
23800,rav,nwe91DeatrichWise,,,,,,,,,,,,,,,
23801,rav,nwe76IsaiahWynn,,,,,,,,,,,,,,,
23802,rav,rai24JohnathanAbram,,,,,,,,,,,,,,,
23803,rav,rai20DamonArnette,,,,,,,,,,,,,,,
23804,rav,rai88MarcellAteman,,,,,,,,,,,,,,,
23805,rav,rai31PeytonBarber,0.0,0.0,0.0,1.0,,,,,1.0,17.0,9.0,8.0,1.0,1.0,
23806,rav,rai78JacksonBarton,,,,,,,,,,,,,,,
23807,rav,rai82NickBowers,,,,,,,,,,,,,,,
23808,rav,rai84MattBushman,,,,,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,
23809,rav,rai02DanielCarlson,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
23810,rav,rai04DerekCarr,,,,,,,,,,,,,,,
23811,rav,rai85DerekCarrier,,,,,,,,,0.0,5.0,5.0,0.0,0.0,0.0,
23812,rav,rai26HaHa,1.0,0.0,0.0,1.0,,,,,0.0,21.0,15.0,6.0,1.0,1.0,
23813,rav,rai06AJCole,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,98.0,68.0,30.0,10.0,3.0,
23814,rav,rai57WilliamCompton,,,,,,,,,0.0,13.0,3.0,10.0,0.0,0.0,
23815,rav,rai67LesterCotton,,,,,,,,,,,,,,,
23816,rav,rai98MaxxCrosby,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,35.0,15.0,20.0,4.0,1.0,
23817,rav,rai05DivineDeablo,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23818,rav,rai23KenyanDrake,3.0,21.0,0.0,11.0,,,,,0.0,54.0,46.0,8.0,0.0,0.0,
23819,rav,rai89BryanEdwards,,,,,0.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,
23820,rav,rai72JermaineEluemunor,,,,,,,,,,,,,,,
23821,rav,rai35BrandonFacyson,,,,,,,,,,,,,,,
23822,rav,rai99ClelinFerrell,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,33.0,23.0,10.0,5.0,15.0,
23823,rav,rai43KavonFrazier,,,,,,,,,,,,,,,
23824,rav,rai37TyreeGillespie,,,,,,,,,,,,,,,
23825,rav,rai71DenzelleGood,,,,,,,,,0.0,18.0,7.0,11.0,0.0,1.0,
23826,rav,rai90JohnathanHankins,,,,,,,,,1.0,14.0,11.0,3.0,2.0,3.0,
23827,rav,rai29CaseyHayward,,,,,,,,,,,,,,,
23828,rav,rai86DanielHelm,,,,,,,,,,,,,,,
23829,rav,rai39NateHobbs,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23830,rav,rai45AlecIngold,,,,,,,,,0.0,6.0,3.0,3.0,0.0,3.0,
23831,rav,rai01DeSeanJackson,,,,,,,,,,,,,,,
23832,rav,rai28JoshJacobs,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
23833,rav,rai68AndreJames,,,,,,,,,,,,,,,
23834,rav,rai77QuintonJefferson,,,,,0.0,0.0,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
23835,rav,rai17TyronJohnson,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
23836,rav,rai07ZayJones,,,,,,,,,,,,,,,
23837,rav,rai51MalcolmKoonce,,,,,,,,,,,,,,,
23838,rav,rai44NickKwiatkoski,1.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,58.0,44.0,14.0,0.0,1.0,
23839,rav,rai70AlexLeatherwood,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
23840,rav,rai32DallinLeavitt,1.0,0.0,0.0,2.0,,,,,1.0,23.0,19.0,4.0,3.0,3.0,
23841,rav,rai55MarquelLee,,,,,,,,,,,,,,,
23842,rav,rai42CoryLittleton,,,,,,,,,,,,,,,
23843,rav,rai08MarcusMariota,,,,,0.0,2.0,9.0,0.0,0.0,,,,,,
23844,rav,rai66NickMartin,,,,,,,,,,,,,,,
23845,rav,rai93GeraldMcCoy,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.5,49.0,29.0,20.0,5.0,12.0,
23846,rav,rai74KoltonMiller,,,,,,,,,,,,,,,
23847,rav,rai25TrevonMoehrig,1.0,0.0,0.0,3.0,,,,,2.0,35.0,30.0,5.0,4.0,3.0,
23848,rav,rai87FosterMoreau,,,,,,,,,,,,,,,
23849,rav,rai27TrayvonMullen,,,,,,,,,,,,,,,
23850,rav,rai94CarlNassib,,,,,,,,,1.0,3.0,1.0,2.0,1.0,1.0,
23851,rav,rai91YannickNgakoue,,,,,,,,,,,,,,,
23852,rav,rai22KeiseanNixon,0.0,0.0,0.0,3.0,,,,,0.0,18.0,15.0,3.0,1.0,0.0,
23853,rav,rai48PatrickOnwuasor,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
23854,rav,rai75BrandonParker,,,,,,,,,,,,,,,
23855,rav,rai52DenzelPerryman,,,,,,,,,,,,,,,
23856,rav,rai03NathanPeterman,,,,,,,,,,,,,,,
23857,rav,rai96DariusPhilon,,,,,,,,,1.0,16.0,8.0,8.0,2.0,3.0,
23858,rav,rai36TreyRagas,2.0,17.0,1.0,12.0,,,,,1.0,80.0,49.0,31.0,3.0,1.0,
23859,rav,rai13HunterRenfrow,,,,,0.0,2.0,2.0,1.0,0.0,,,,,,
23860,rav,rai30JalenRichard,0.0,0.0,0.0,3.0,,,,,0.0,17.0,17.0,0.0,1.0,0.0,
23861,rav,rai21AmikRobertson,0.0,0.0,0.0,4.0,,,,,0.0,78.0,49.0,29.0,1.0,1.0,
23862,rav,rai11HenryRuggs,,,,,,,,,,,,,,,
23863,rav,rai47TrentSieg,,,,,,,,,,,,,,,
23864,rav,rai60JordanSimmons,,,,,,,,,,,,,,,
23865,rav,rai76JohnSimpson,,,,,,,,,,,,,,,
23866,rav,rai41SuttonSmith,0.0,0.0,0.0,1.0,,,,,0.0,12.0,9.0,3.0,0.0,0.0,
23867,rav,rai17WillieSnead,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
23868,rav,rai97DamionSquare,,,,,,,,,,,,,,,
23869,rav,rai16DillonStoner,,,,,,,,,0.0,9.0,4.0,5.0,0.0,0.0,
23870,rav,rai33RodericTeamer,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23871,rav,rai92SolomonThomas,0.0,0.0,0.0,2.0,,,,,2.0,36.0,23.0,13.0,7.0,5.0,
23872,rav,rai46CarsonTinker,,,,,,,,,0.0,4.0,4.0,0.0,0.0,0.0,
23873,rav,rai10DesmondTrufant,,,,,,,,,,,,,,,
23874,rav,rai95KendalVickers,,,,,,,,,,,,,,,
23875,rav,rai83DarrenWaller,,,,,,,,,,,,,,,
23876,rav,rai53JavinWhite,,,,,,,,,,,,,,,
23877,rav,rai58KyleWilber,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
23878,rav,rai34K.J.Wright,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23879,rav,ram23CamAkers,3.0,21.0,0.0,11.0,,,,,0.0,54.0,46.0,8.0,0.0,0.0,
23880,rav,ram84LandenAkers,,,,,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,
23881,rav,ram55BrianAllen,,,,,,,,,,,,,,,
23882,rav,ram15TutuAtwell,,,,,0.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
23883,rav,ram03OdellBeckham,,,,,,,,,,,,,,,
23884,rav,ram86KendallBlanton,,,,,,,,,,,,,,,
23885,rav,ram39AntoineBrooks,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23886,rav,ram95BobbyBrown,,,,,,,,,,,,,,,
23887,rav,ram26TerrellBurgess,1.0,0.0,0.0,1.0,,,,,0.0,21.0,15.0,6.0,1.0,1.0,
23888,rav,ram93MarquiseCopeland,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.5,49.0,29.0,20.0,5.0,12.0,
23889,rav,ram63AustinCorbett,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23890,rav,ram21DonteDeayon,0.0,0.0,0.0,4.0,,,,,0.0,78.0,49.0,29.0,1.0,1.0,
23891,rav,ram99AaronDonald,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,33.0,23.0,10.0,5.0,15.0,
23892,rav,ram73DavidEdwards,,,,,,,,,,,,,,,
23893,rav,ram71BobbyEvans,,,,,,,,,0.0,18.0,7.0,11.0,0.0,1.0,
23894,rav,ram54LeonardFloyd,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,7.0,59.0,33.0,26.0,8.0,15.0,
23895,rav,ram04JordanFuller,,,,,,,,,,,,,,,
23896,rav,ram34JakeFunk,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23897,rav,ram91GregGaines,,,,,,,,,,,,,,,
23898,rav,ram48ChrisGarrett,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
23899,rav,ram08MattGay,,,,,0.0,2.0,9.0,0.0,0.0,,,,,,
23900,rav,ram39JakeGervase,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23901,rav,ram46GrantHaley,,,,,,,,,0.0,4.0,4.0,0.0,0.0,0.0,
23902,rav,ram37TylerHall,,,,,,,,,,,,,,,
23903,rav,ram87JacobHarris,,,,,,,,,,,,,,,
23904,rav,ram79RobHavenstein,,,,,,,,,,,,,,,
23905,rav,ram06JohnnyHekker,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,98.0,68.0,30.0,10.0,3.0,
23906,rav,ram27DarrellHenderson,,,,,,,,,,,,,,,
23907,rav,ram89TylerHigbee,,,,,0.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,
23908,rav,ram96MichaelHoecht,,,,,,,,,1.0,16.0,8.0,8.0,2.0,3.0,
23909,rav,ram58JustinHollins,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
23910,rav,ram88BrycenHopkins,,,,,,,,,,,,,,,
23911,rav,ram32TravinHoward,1.0,0.0,0.0,2.0,,,,,1.0,23.0,19.0,4.0,3.0,3.0,
23912,rav,ram38BuddyHowell,0.0,0.0,0.0,1.0,,,,,1.0,25.0,17.0,8.0,3.0,1.0,
23913,rav,ram23JujuHughes,3.0,21.0,0.0,11.0,,,,,0.0,54.0,46.0,8.0,0.0,0.0,
23914,rav,ram68AlaricJackson,,,,,,,,,,,,,,,
23915,rav,ram01DeSeanJackson,,,,,,,,,,,,,,,
23916,rav,ram12VanJefferson,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
23917,rav,ram50ErnestJones,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.5,34.0,19.0,15.0,6.0,17.0,
23918,rav,ram44JamirJones,1.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,58.0,44.0,14.0,0.0,1.0,
23919,rav,ram69SebastianJoseph-Day,,,,,,,,,0.0,4.0,1.0,3.0,0.0,0.0,
23920,rav,ram59MicahKiser,,,,,,,,,,,,,,,
23921,rav,ram17J.J.Koski,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
23922,rav,ram10CooperKupp,,,,,,,,,,,,,,,
23923,rav,ram53JustinLawler,,,,,,,,,,,,,,,
23924,rav,ram52TerrellLewis,,,,,,,,,,,,,,,
23925,rav,ram22DavidLong,0.0,0.0,0.0,3.0,,,,,0.0,18.0,15.0,3.0,1.0,0.0,
23926,rav,ram25SonyMichel,1.0,0.0,0.0,3.0,,,,,2.0,35.0,30.0,5.0,4.0,3.0,
23927,rav,ram40VonMiller,,,,,,,,,0.0,25.0,14.0,11.0,2.0,0.0,
23928,rav,ram82JohnnyMundt,,,,,,,,,,,,,,,
23929,rav,ram70JosephNoteboom,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
23930,rav,ram45OgbonniaOkoronkwo,,,,,,,,,0.0,6.0,3.0,3.0,0.0,3.0,
23931,rav,ram35KareemOrr,,,,,,,,,,,,,,,
23932,rav,ram42MatthewOrzech,,,,,,,,,,,,,,,
23933,rav,ram19BrandonPowell,,,,,,,,,,,,,,,
23934,rav,ram05JalenRamsey,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23935,rav,ram24TaylorRapp,,,,,,,,,,,,,,,
23936,rav,ram36J.R.Reed,2.0,17.0,1.0,12.0,,,,,1.0,80.0,49.0,31.0,3.0,1.0,
23937,rav,ram51TroyReeder,,,,,,,,,,,,,,,
23938,rav,ram94A'ShawnRobinson,,,,,,,,,1.0,3.0,1.0,2.0,1.0,1.0,
23939,rav,ram31RobertRochell,0.0,0.0,0.0,1.0,,,,,1.0,17.0,9.0,8.0,1.0,1.0,
23940,rav,ram56ChristianRozeboom,0.0,0.0,0.0,4.0,,,,,2.0,76.0,50.0,26.0,6.0,3.0,
23941,rav,ram36MekhiSargent,2.0,17.0,1.0,12.0,,,,,1.0,80.0,49.0,31.0,3.0,1.0,
23942,rav,ram33NickScott,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23943,rav,ram65ColemanShelton,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23944,rav,ram18BenSkowronek,,,,,,,,,,,,,,,
23945,rav,ram09MatthewStafford,,,,,,,,,,,,,,,
23946,rav,ram77AndrewWhitworth,,,,,0.0,0.0,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
23947,rav,ram11DariousWilliams,,,,,,,,,,,,,,,
23948,rav,ram92JonahWilliams,0.0,0.0,0.0,2.0,,,,,2.0,36.0,23.0,13.0,7.0,5.0,
23949,rav,ram13JohnWolford,,,,,0.0,2.0,2.0,1.0,0.0,,,,,,
