,Acronym,RosterID,Interceptions,InterceptionsYards,InterceptionTDs,PassDefended,ForcedFumbles,FumblesRecovered,FumbleYards,FumbleTDs,Sacks,CombinedTackles,SoloTackles,AssistedTackles,TacklesForLoss,QbHits,Safeties
23348,rav,jax17DJChark,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
23349,rav,jax19JosephCharlton,,,,,,,,,,,,,,,
23350,rav,jax38AndreCisco,0.0,0.0,0.0,1.0,,,,,1.0,25.0,17.0,8.0,3.0,1.0,
23351,rav,jax27ChrisClaybrooks,,,,,,,,,,,,,,,
23352,rav,jax09LoganCooke,,,,,,,,,,,,,,,
23353,rav,jax58DougCostin,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
23354,rav,jax88JeffCotton,,,,,,,,,,,,,,,
23355,rav,jax31NathanCottrell,0.0,0.0,0.0,1.0,,,,,1.0,17.0,9.0,8.0,1.0,1.0,
23356,rav,jax13PhillipDorsett,,,,,0.0,2.0,2.0,1.0,0.0,,,,,,
23357,rav,jax89LukeFarrell,,,,,0.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,
23358,rav,jax05RudyFord,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23359,rav,jax96AdamGotsis,,,,,,,,,1.0,16.0,8.0,8.0,2.0,3.0,
23360,rav,jax26ShaquillGriffin,1.0,0.0,0.0,1.0,,,,,0.0,21.0,15.0,6.0,1.0,1.0,
23361,rav,jax52DaVonHamilton,,,,,,,,,,,,,,,
23362,rav,jax81JoshHammond,,,,,,,,,,,,,,,
23363,rav,jax23C.J.Henderson,3.0,21.0,0.0,11.0,,,,,0.0,54.0,46.0,8.0,0.0,0.0,
23364,rav,jax37TreHerndon,,,,,,,,,,,,,,,
23365,rav,jax86JacobHollister,,,,,,,,,,,,,,,
23366,rav,jax24CarlosHyde,,,,,,,,,,,,,,,
23367,rav,jax44MylesJack,1.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,58.0,44.0,14.0,0.0,1.0,
23368,rav,jax34MichaelJacquet,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23369,rav,jax02RayshawnJenkins,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
23370,rav,jax12TyronJohnson,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
23371,rav,jax40JamirJones,,,,,,,,,0.0,25.0,14.0,11.0,2.0,0.0,
23372,rav,jax11MarvinJones,,,,,,,,,,,,,,,
23373,rav,jax04JoshLambo,,,,,,,,,,,,,,,
23374,rav,jax16TrevorLawrence,,,,,,,,,0.0,9.0,4.0,5.0,0.0,0.0,
23375,rav,jax21NevinLawson,0.0,0.0,0.0,4.0,,,,,0.0,78.0,49.0,29.0,1.0,1.0,
23376,rav,jax65BrandonLinder,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23377,rav,jax72WalkerLittle,,,,,,,,,,,,,,,
23378,rav,jax84ChrisManhertz,,,,,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,
23379,rav,jax46RossMatiscik,,,,,,,,,0.0,4.0,4.0,0.0,0.0,0.0,
23380,rav,jax55LerenteeMcCray,,,,,,,,,,,,,,,
23381,rav,jax62KCMcDermott,,,,,,,,,,,,,,,
23382,rav,jax22BradleyMcDougald,0.0,0.0,0.0,3.0,,,,,0.0,18.0,15.0,3.0,1.0,0.0,
23383,rav,jax19JaydonMickens,,,,,,,,,,,,,,,
23384,rav,jax68AndrewNorwell,,,,,,,,,,,,,,,
23385,rav,jax80JamesO'Shaughnessy,,,,,,,,,,,,,,,
23386,rav,jax33DareOgunbowale,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23387,rav,jax22DevineOzigbo,0.0,0.0,0.0,3.0,,,,,0.0,18.0,15.0,3.0,1.0,0.0,
23388,rav,jax50ShaquilleQuarterman,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.5,34.0,19.0,15.0,6.0,17.0,
23389,rav,jax76WillRichardson,,,,,,,,,,,,,,,
23390,rav,jax95RoyRobertson-Harris,,,,,,,,,,,,,,,
23391,rav,jax74CamRobinson,,,,,,,,,,,,,,,
23392,rav,jax25JamesRobinson,1.0,0.0,0.0,3.0,,,,,2.0,35.0,30.0,5.0,4.0,3.0,
23393,rav,jax29BrandonRusnak,,,,,,,,,,,,,,,
23394,rav,jax49ChapelleRussell,,,,,,,,,0.0,41.0,18.0,23.0,0.0,2.0,
23395,rav,jax36MekhiSargent,2.0,17.0,1.0,12.0,,,,,1.0,80.0,49.0,31.0,3.0,1.0,
23396,rav,jax13JKScott,,,,,0.0,2.0,2.0,1.0,0.0,,,,,,
23397,rav,jax69TylerShatley,,,,,,,,,0.0,4.0,1.0,3.0,0.0,0.0,
23398,rav,jax10LaviskaShenault,,,,,,,,,,,,,,,
23399,rav,jax19DevinSmith,,,,,,,,,,,,,,,
23400,rav,jax92JordanSmith,0.0,0.0,0.0,2.0,,,,,2.0,36.0,23.0,13.0,7.0,5.0,
23401,rav,jax91DawuaneSmoot,,,,,,,,,,,,,,,
23402,rav,jax75JawaanTaylor,,,,,,,,,,,,,,,
23403,rav,jax20DanielThomas,,,,,,,,,,,,,,,
23404,rav,jax73BadaraTraore,,,,,,,,,,,,,,,
23405,rav,jax18LaquonTreadwell,,,,,,,,,,,,,,,
23406,rav,jax97JayTufele,,,,,,,,,,,,,,,
23407,rav,jax77Tre'VourWallace-Simms,,,,,0.0,0.0,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
23408,rav,jax59JihadWard,,,,,,,,,,,,,,,
23409,rav,jax47KahaleWarring,,,,,,,,,,,,,,,
23410,rav,jax54DamienWilson,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,7.0,59.0,33.0,26.0,8.0,15.0,
23411,rav,jax42AndrewWingard,,,,,,,,,,,,,,,
23412,rav,jax15MatthewWright,,,,,0.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
23413,rav,nyj36JoshAdams,2.0,17.0,1.0,12.0,,,,,1.0,80.0,49.0,31.0,3.0,1.0,
23414,rav,nyj06MattAmmendola,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,98.0,68.0,30.0,10.0,3.0,
23415,rav,nyj48NickBawden,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
23416,rav,nyj77MekhiBecton,,,,,0.0,0.0,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
23417,rav,nyj10BraxtonBerrios,,,,,,,,,,,,,,,
23418,rav,nyj03TarikBlack,,,,,,,,,,,,,,,
23419,rav,nyj54RonaldBlair,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,7.0,59.0,33.0,26.0,8.0,15.0,
23420,rav,nyj87DanielBrown,,,,,,,,,,,,,,,
23421,rav,nyj30MichaelCarter,0.0,0.0,0.0,3.0,,,,,0.0,17.0,17.0,0.0,1.0,0.0,
23422,rav,nyj32MichaelCarter,1.0,0.0,0.0,2.0,,,,,1.0,23.0,19.0,4.0,3.0,3.0,
23423,rav,nyj53BlakeCashman,,,,,,,,,,,,,,,
23424,rav,nyj33AdrianColbert,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23425,rav,nyj88KeelanCole,,,,,,,,,,,,,,,
23426,rav,nyj23TevinColeman,3.0,21.0,0.0,11.0,,,,,0.0,54.0,46.0,8.0,0.0,0.0,
23427,rav,nyj82JamisonCrowder,,,,,,,,,,,,,,,
23428,rav,nyj21AshtynDavis,0.0,0.0,0.0,4.0,,,,,0.0,78.0,49.0,29.0,1.0,1.0,
23429,rav,nyj84CoreyDavis,,,,,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,
23430,rav,nyj52JarradDavis,,,,,,,,,,,,,,,
23431,rav,nyj46NoahDawkins,,,,,,,,,0.0,4.0,4.0,0.0,0.0,0.0,
23432,rav,nyj27IsaiahDunn,,,,,,,,,,,,,,,
23433,rav,nyj72LaurentDuvernay-Tardif,,,,,,,,,,,,,,,
23434,rav,nyj25BrandinEchols,1.0,0.0,0.0,3.0,,,,,2.0,35.0,30.0,5.0,4.0,3.0,
23435,rav,nyj70ChumaEdoga,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
23436,rav,nyj76GeorgeFant,,,,,,,,,,,,,,,
23437,rav,nyj94FolorunsoFatukasi,,,,,,,,,1.0,3.0,1.0,2.0,1.0,1.0,
23438,rav,nyj67DanFeeney,,,,,,,,,,,,,,,
23439,rav,nyj19JoeFlacco,,,,,,,,,,,,,,,
23440,rav,nyj91JohnFranklin-Myers,,,,,,,,,,,,,,,
23441,rav,nyj48B.J.Goodson,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
23442,rav,nyj86RyanGriffin,,,,,,,,,,,,,,,
23443,rav,nyj40JavelinGuidry,,,,,,,,,0.0,25.0,14.0,11.0,2.0,0.0,
23444,rav,nyj37BryceHall,,,,,,,,,,,,,,,
23445,rav,nyj34JustinHardee,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23446,rav,nyj42ThomasHennessy,,,,,,,,,,,,,,,
23447,rav,nyj47BryceHuff,,,,,,,,,,,,,,,
23448,rav,nyj38LamarJackson,0.0,0.0,0.0,1.0,,,,,1.0,25.0,17.0,8.0,3.0,1.0,
23449,rav,nyj09JoshJohnson,,,,,,,,,,,,,,,
23450,rav,nyj25TyJohnson,1.0,0.0,0.0,3.0,,,,,2.0,35.0,30.0,5.0,4.0,3.0,
23451,rav,nyj29LamarcusJoyner,,,,,,,,,,,,,,,
23452,rav,nyj06AlexKessman,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,98.0,68.0,30.0,10.0,3.0,
23453,rav,nyj81TylerKroft,,,,,,,,,,,,,,,
23454,rav,nyj50ShaqLawson,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.5,34.0,19.0,15.0,6.0,17.0,
23455,rav,nyj07BradenMann,,,,,,,,,,,,,,,
23456,rav,nyj96JonathanMarshall,,,,,,,,,1.0,16.0,8.0,8.0,2.0,3.0,
23457,rav,nyj20MarcusMaye,,,,,,,,,,,,,,,
23458,rav,nyj69ConorMcDermott,,,,,,,,,0.0,4.0,1.0,3.0,0.0,0.0,
23459,rav,nyj60ConnorMcGovern,,,,,,,,,,,,,,,
23460,rav,nyj11DenzelMims,,,,,,,,,,,,,,,
23461,rav,nyj14D.J.Montgomery,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23462,rav,nyj08ElijahMoore,,,,,0.0,2.0,9.0,0.0,0.0,,,,,,
23463,rav,nyj04ThomasMorstead,,,,,,,,,,,,,,,
23464,rav,nyj78MorganMoses,,,,,,,,,,,,,,,
23465,rav,nyj57C.J.Mosley,,,,,,,,,0.0,13.0,3.0,10.0,0.0,0.0,
23466,rav,nyj01KaiNacua,,,,,,,,,,,,,,,
23467,rav,nyj45HamsahNasirildeen,,,,,,,,,0.0,6.0,3.0,3.0,0.0,3.0,
23468,rav,nyj35SharrodNeasman,,,,,,,,,,,,,,,
23469,rav,nyj39WillParks,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23470,rav,nyj22La'MicalPerine,0.0,0.0,0.0,3.0,,,,,0.0,18.0,15.0,3.0,1.0,0.0,
23471,rav,nyj43Del'ShawnPhillips,,,,,,,,,,,,,,,
23472,rav,nyj93KylePhillips,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.5,49.0,29.0,20.0,5.0,12.0,
23473,rav,nyj15EddyPineiro,,,,,0.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
23474,rav,nyj41JasonPinnock,0.0,0.0,0.0,1.0,,,,,0.0,12.0,9.0,3.0,0.0,0.0,
23475,rav,nyj98SheldonRankins,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,35.0,15.0,20.0,4.0,1.0,
23476,rav,nyj55HamilcarRashed,,,,,,,,,,,,,,,
23477,rav,nyj31SheldrickRedwine,0.0,0.0,0.0,1.0,,,,,1.0,17.0,9.0,8.0,1.0,1.0,
23478,rav,nyj49LaRoyReynolds,,,,,,,,,0.0,41.0,18.0,23.0,0.0,2.0,
23479,rav,nyj33ElijahRiley,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23480,rav,nyj97NathanShepherd,,,,,,,,,,,,,,,
23481,rav,nyj44JamienSherwood,1.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,58.0,44.0,14.0,0.0,1.0,
23482,rav,nyj16JeffSmith,,,,,,,,,0.0,9.0,4.0,5.0,0.0,0.0,
23483,rav,nyj17VyncintSmith,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
23484,rav,nyj62GregVan,,,,,,,,,,,,,,,
23485,rav,nyj75AlijahVera-Tucker,,,,,,,,,,,,,,,
23486,rav,nyj35AustinWalter,,,,,,,,,,,,,,,
23487,rav,nyj51TimWard,,,,,,,,,,,,,,,
23488,rav,nyj85TrevonWesco,,,,,,,,,0.0,5.0,5.0,0.0,0.0,0.0,
23489,rav,nyj53JavinWhite,,,,,,,,,,,,,,,
23490,rav,nyj05MikeWhite,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23491,rav,nyj29RachadWildgoose,,,,,,,,,,,,,,,
23492,rav,nyj71IsaiahWilliams,,,,,,,,,0.0,18.0,7.0,11.0,0.0,1.0,
23493,rav,nyj56QuincyWilliams,0.0,0.0,0.0,4.0,,,,,2.0,76.0,50.0,26.0,6.0,3.0,
23494,rav,nyj95QuinnenWilliams,,,,,,,,,,,,,,,
23495,rav,nyj39JarrodWilson,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23496,rav,nyj02ZachWilson,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
23497,rav,nyj48KennyYeboah,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
23498,rav,nyj92JabariZuniga,0.0,0.0,0.0,2.0,,,,,2.0,36.0,23.0,13.0,7.0,5.0,
23499,rav,det13GeronimoAllison,,,,,0.0,2.0,2.0,1.0,0.0,,,,,,
23500,rav,det34AlexAnzalone,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23501,rav,det36CoreyBallentine,2.0,17.0,1.0,12.0,,,,,1.0,80.0,49.0,31.0,3.0,1.0,
23502,rav,det55DerrickBarnes,,,,,,,,,,,,,,,
23503,rav,det59TavanteBeckett,,,,,,,,,,,,,,,
23504,rav,det17TrinityBenson,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
23505,rav,det43RashodBerry,,,,,,,,,,,,,,,
23506,rav,det10DavidBlough,,,,,,,,,,,,,,,
23507,rav,det49CurtisBolton,,,,,,,,,0.0,41.0,18.0,23.0,0.0,2.0,
23508,rav,det12TimBoyle,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
23509,rav,det15BradyBreeze,,,,,0.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
23510,rav,det91MichaelBrockers,,,,,,,,,,,,,,,
23511,rav,det63EvanBrown,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23512,rav,det02AustinBryant,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
23513,rav,det45JasonCabinda,,,,,,,,,0.0,6.0,3.0,3.0,0.0,3.0,
23514,rav,det87QuintezCephus,,,,,,,,,,,,,,,
23515,rav,det08JamieCollins,,,,,0.0,2.0,9.0,0.0,0.0,,,,,,
23516,rav,det96JashonCornell,,,,,,,,,1.0,16.0,8.0,8.0,2.0,3.0,
23517,rav,det47ScottDaly,,,,,,,,,,,,,,,
23518,rav,det68TaylorDecker,,,,,,,,,,,,,,,
23519,rav,det65ParkerEhinger,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23520,rav,det42JalenElliott,,,,,,,,,,,,,,,
23521,rav,det80DarrenFells,,,,,,,,,,,,,,,
23522,rav,det90TreyFlowers,,,,,,,,,1.0,14.0,11.0,3.0,2.0,3.0,
23523,rav,det03JackFox,,,,,,,,,,,,,,,
23524,rav,det40MarkGilbert,,,,,,,,,0.0,25.0,14.0,11.0,2.0,0.0,
23525,rav,det16JaredGoff,,,,,,,,,0.0,9.0,4.0,5.0,0.0,0.0,
23526,rav,det93Da'ShawnHand,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.5,49.0,29.0,20.0,5.0,12.0,
23527,rav,det53CharlesHarris,,,,,,,,,,,,,,,
23528,rav,det25WillHarris,1.0,0.0,0.0,3.0,,,,,2.0,35.0,30.0,5.0,4.0,3.0,
23529,rav,det76BruceHector,,,,,,,,,,,,,,,
23530,rav,det88T.J.Hockenson,,,,,,,,,,,,,,,
23531,rav,det18KhaDarelHodge,,,,,,,,,,,,,,,
23532,rav,det69WillHolden,,,,,,,,,0.0,4.0,1.0,3.0,0.0,0.0,
23533,rav,det35GodwinIgwebuike,,,,,,,,,,,,,,,
23534,rav,det73JonahJackson,,,,,,,,,,,,,,,
23535,rav,det39JerryJacobs,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23536,rav,det28JermarJefferson,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
23537,rav,det85TomKennedy,,,,,,,,,0.0,5.0,5.0,0.0,0.0,0.0,
23538,rav,det78TommyKraemer,,,,,,,,,,,,,,,
23539,rav,det52JessieLemonier,,,,,,,,,,,,,,,
23540,rav,det31DeanMarlowe,0.0,0.0,0.0,1.0,,,,,1.0,17.0,9.0,8.0,1.0,1.0,
23541,rav,det74RyanMcCollum,,,,,,,,,,,,,,,
23542,rav,det54AlimMcNeill,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,7.0,59.0,33.0,26.0,8.0,15.0,
23543,rav,det26IfeatuMelifonwu,1.0,0.0,0.0,1.0,,,,,0.0,21.0,15.0,6.0,1.0,1.0,
23544,rav,det38C.J.Moore,0.0,0.0,0.0,1.0,,,,,1.0,25.0,17.0,8.0,3.0,1.0,
23545,rav,det29ParnellMotley,,,,,,,,,,,,,,,
23546,rav,det67MattNelson,,,,,,,,,,,,,,,
23547,rav,det01JeffOkudah,,,,,,,,,,,,,,,
23548,rav,det99JulianOkwara,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,33.0,23.0,10.0,5.0,15.0,
23549,rav,det95RomeoOkwara,,,,,,,,,,,,,,,
23550,rav,det75LeviOnwuzurike,,,,,,,,,,,,,,,
23551,rav,det24AmaniOruwariye,,,,,,,,,,,,,,,
23552,rav,det41AJParker,0.0,0.0,0.0,1.0,,,,,0.0,12.0,9.0,3.0,0.0,0.0,
23553,rav,det06RileyPatterson,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,98.0,68.0,30.0,10.0,3.0,
23554,rav,det98JohnPenisini,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,35.0,15.0,20.0,4.0,1.0,
23555,rav,det80JaredPinkney,,,,,,,,,,,,,,,
23556,rav,det57AnthonyPittman,,,,,,,,,0.0,13.0,3.0,10.0,0.0,0.0,
23557,rav,det27BobbyPrice,,,,,,,,,,,,,,,
23558,rav,det77FrankRagnow,,,,,0.0,0.0,-2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
23559,rav,det11KalifRaymond,,,,,,,,,,,,,,,
23560,rav,det44JalenReeves-Maybin,1.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,58.0,44.0,14.0,0.0,1.0,
23561,rav,det46CraigReynolds,,,,,,,,,0.0,4.0,4.0,0.0,0.0,0.0,
23562,rav,det08JoshReynolds,,,,,0.0,2.0,9.0,0.0,0.0,,,,,,
23563,rav,det01NickellRobey-Coleman,,,,,,,,,,,,,,,
23564,rav,det05AldrickRosas,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23565,rav,det05RyanSantoso,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23566,rav,det04AustinSeibert,,,,,,,,,,,,,,,
23567,rav,det58PeneiSewell,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
23568,rav,det70DanSkipper,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
23569,rav,det19SaivionSmith,,,,,,,,,,,,,,,
23570,rav,det14Amon-RaSt.,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,
23571,rav,det71LoganStenberg,,,,,,,,,0.0,18.0,7.0,11.0,0.0,1.0,
23572,rav,det92KevinStrong,0.0,0.0,0.0,2.0,,,,,2.0,36.0,23.0,13.0,7.0,5.0,
23573,rav,det32D'AndreSwift,1.0,0.0,0.0,2.0,,,,,1.0,23.0,19.0,4.0,3.0,3.0,
23574,rav,det86RossTravis,,,,,,,,,,,,,,,
23575,rav,det72HalapoulivaatiVaitai,,,,,,,,,,,,,,,
23576,rav,det21TracyWalker,0.0,0.0,0.0,4.0,,,,,0.0,78.0,49.0,29.0,1.0,1.0,
23577,rav,det30JamaalWilliams,0.0,0.0,0.0,3.0,,,,,0.0,17.0,17.0,0.0,1.0,0.0,
23578,rav,det97NickWilliams,,,,,,,,,,,,,,,
23579,rav,det06TyrellWilliams,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,98.0,68.0,30.0,10.0,3.0,
23580,rav,det51JoshWoods,,,,,,,,,,,,,,,
23581,rav,det33DarylWorley,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23582,rav,det89BrockWright,,,,,0.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,
23583,rav,det84ShaneZylstra,,,,,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,
23584,rav,gnb17DavanteAdams,,,,,,,,,0.0,3.0,1.0,2.0,0.0,0.0,
23585,rav,gnb23JaireAlexander,3.0,21.0,0.0,11.0,,,,,0.0,54.0,46.0,8.0,0.0,0.0,
23586,rav,gnb31AdrianAmos,0.0,0.0,0.0,1.0,,,,,1.0,17.0,9.0,8.0,1.0,1.0,
23587,rav,gnb98AbdullahAnderson,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,35.0,15.0,20.0,4.0,1.0,
23588,rav,gnb69DavidBakhtiari,,,,,,,,,0.0,4.0,1.0,3.0,0.0,0.0,
23589,rav,gnb51KrysBarnes,,,,,,,,,,,,,,,
23590,rav,gnb06KurtBenkert,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,98.0,68.0,30.0,10.0,3.0,
23591,rav,gnb41HenryBlack,0.0,0.0,0.0,1.0,,,,,0.0,12.0,9.0,3.0,0.0,0.0,
23592,rav,gnb07CoreyBojorquez,,,,,,,,,,,,,,,
23593,rav,gnb64BenBraden,,,,,,,,,,,,,,,
23594,rav,gnb43HunterBradley,,,,,,,,,,,,,,,
23595,rav,gnb42OrenBurks,,,,,,,,,,,,,,,
23596,rav,gnb59De'VondreCampbell,,,,,,,,,,,,,,,
23597,rav,gnb97KennyClark,,,,,,,,,,,,,,,
23598,rav,gnb18RandallCobb,,,,,,,,,,,,,,,
23599,rav,gnb02MasonCrosby,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
23600,rav,gnb49DominiqueDafney,,,,,,,,,0.0,41.0,18.0,23.0,0.0,2.0,
23601,rav,gnb30ShawnDavis,0.0,0.0,0.0,3.0,,,,,0.0,17.0,17.0,0.0,1.0,0.0,
23602,rav,gnb84TylerDavis,,,,,0.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,
23603,rav,gnb81JosiahDeguara,,,,,,,,,,,,,,,
23604,rav,gnb28AJDillon,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
23605,rav,gnb29RasulDouglas,,,,,,,,,,,,,,,
23606,rav,gnb47JoeFortunato,,,,,,,,,,,,,,,
23607,rav,gnb38InnisGaines,0.0,0.0,0.0,1.0,,,,,1.0,25.0,17.0,8.0,3.0,1.0,
23608,rav,gnb40TipaGaleai,,,,,,,,,0.0,25.0,14.0,11.0,2.0,0.0,
23609,rav,gnb53JonathanGarvin,,,,,,,,,,,,,,,
23610,rav,gnb52RashanGary,,,,,,,,,,,,,,,
23611,rav,gnb54LadariusHamilton,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,7.0,59.0,33.0,26.0,8.0,15.0,
23612,rav,gnb67JakeHanson,,,,,,,,,,,,,,,
23613,rav,gnb90JackHeflin,,,,,,,,,1.0,14.0,11.0,3.0,2.0,3.0,
23614,rav,gnb32KylinHill,1.0,0.0,0.0,2.0,,,,,1.0,23.0,19.0,4.0,3.0,3.0,
23615,rav,gnb22ShemarJean-Charles,0.0,0.0,0.0,3.0,,,,,0.0,18.0,15.0,3.0,1.0,0.0,
23616,rav,gnb74ElgtonJenkins,,,,,,,,,,,,,,,
23617,rav,gnb33AaronJones,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23618,rav,gnb96KingsleyKeke,,,,,,,,,1.0,16.0,8.0,8.0,2.0,3.0,
23619,rav,gnb79DennisKelly,,,,,,,,,,,,,,,
23620,rav,gnb20KevinKing,,,,,,,,,,,,,,,
23621,rav,gnb95TylerLancaster,,,,,,,,,,,,,,,
23622,rav,gnb13AllenLazard,,,,,0.0,2.0,2.0,1.0,0.0,,,,,,
23623,rav,gnb89MarcedesLewis,,,,,0.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,
23624,rav,gnb10JordanLove,,,,,,,,,,,,,,,
23625,rav,gnb94DeanLowry,,,,,,,,,1.0,3.0,1.0,2.0,1.0,1.0,
23626,rav,gnb58IsaiahMcDuffie,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,
23627,rav,gnb50WhitneyMercilus,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.5,34.0,19.0,15.0,6.0,17.0,
23628,rav,gnb82DavidMoore,,,,,,,,,,,,,,,
23629,rav,gnb71JoshMyers,,,,,,,,,0.0,18.0,7.0,11.0,0.0,1.0,
23630,rav,gnb70RoyceNewman,,,,,,,,,0.0,2.0,0.0,2.0,0.0,0.0,
23631,rav,gnb73YosuahNijman,,,,,,,,,,,,,,,
23632,rav,gnb62LucasPatrick,,,,,,,,,,,,,,,
23633,rav,gnb47ChaunceyRivers,,,,,,,,,,,,,,,
23634,rav,gnb12AaronRodgers,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,
23635,rav,gnb08AmariRodgers,,,,,0.0,2.0,9.0,0.0,0.0,,,,,,
23636,rav,gnb76JonRunyan,,,,,,,,,,,,,,,
23637,rav,gnb26DarnellSavage,1.0,0.0,0.0,1.0,,,,,0.0,21.0,15.0,6.0,1.0,1.0,
23638,rav,gnb36VernonScott,2.0,17.0,1.0,12.0,,,,,1.0,80.0,49.0,31.0,3.0,1.0,
23639,rav,gnb93TedarrellSlaton,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.5,49.0,29.0,20.0,5.0,12.0,
23640,rav,gnb09JaylonSmith,,,,,,,,,,,,,,,
23641,rav,gnb91PrestonSmith,,,,,,,,,,,,,,,
23642,rav,gnb55Za'DariusSmith,,,,,,,,,,,,,,,
23643,rav,gnb19EquanimeousSt.,,,,,,,,,,,,,,,
23644,rav,gnb21EricStokes,0.0,0.0,0.0,4.0,,,,,0.0,78.0,49.0,29.0,1.0,1.0,
23645,rav,gnb39ChandonSullivan,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,
23646,rav,gnb44TySummers,1.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,58.0,44.0,14.0,0.0,1.0,
23647,rav,gnb86MalikTaylor,,,,,,,,,,,,,,,
23648,rav,gnb27PatrickTaylor,,,,,,,,,,,,,,,
