,Acronym,RosterID,Completions,Attempts,PassingYards,PassingTDs,Interceptions,QBRate,QBR,RushingAttempts,RushingYards,RushingTDs,RushingYPG,RushingAPG,PassTargets,Receptions,ReceivingYards,ReceivingTDs,CatchPercentage,Touches,YardsFromScrimmage,Fumbles
2031,pit,pit88PatFreiermuth,,,,,,,,0,0,0,0.0,0.0,79.0,60.0,497.0,7.0,75.9,60.0,1,1
2032,pit,pit81ZachGentry,,,,,,,,0,0,0,0.0,0.0,25.0,19.0,167.0,0.0,76.0,19.0,0,0
2033,pit,pit54UlyseesGilbert,,,,,,,,,,,,,,,,,,,,
2034,pit,pit74ChazGreen,,,,,,,,,,,,,,,,,,,,
2035,pit,pit53KendrickGreen,,,,,,,,,,,,,,,,,,,,
2036,pit,pit23JoeHaden,,,,,,,,,,,,,,,,,,,,
2037,pit,pit71JoeHaeg,,,,,,,,,,,,,,,,,,,,
2038,pit,pit22NajeeHarris,,,,,,,,307,1200,7,70.6,18.1,94.0,74.0,467.0,3.0,78.7,381.0,0,0
2039,pit,pit06PressleyHarvin,,,,,,,,,,,,,,,,,,,,
2040,pit,pit60J.C.Hassenauer,,,,,,,,,,,,,,,,,,,,
2041,pit,pit97CameronHeyward,,,,,,,,,,,,,,,,,,,,
2042,pit,pit56AlexHighsmith,,,,,,,,,,,,,,,,,,,,
2043,pit,pit08MelvinIngram,,,,,,,,,,,,,,,,,,,,
2044,pit,pit45BuddyJohnson,,,,,,,,,,,,,,,,,,,,
2045,pit,pit18DiontaeJohnson,,,,,,,,5,53,0,3.3,0.3,169.0,107.0,1161.0,8.0,63.3,112.0,2,2
2046,pit,pit40JamirJones,,,,,,,,,,,,,,,,,,,,
2047,pit,pit30KarlJoseph,,,,,,,,,,,,,,,,,,,,
2048,pit,pit28MilesKillebrew,,,,,,,,,,,,,,,,,,,,
2049,pit,pit46ChristianKuntz,,,,,,,,,,,,,,,,,,,,
2050,pit,pit31JustinLayne,,,,,,,,,,,,,,,,,,,,
2051,pit,pit77JohnLeglue,,,,,,,,,,,,,,,,,,,,
2052,pit,pit92IsaiahhLoudermilk,,,,,,,,,,,,,,,,,,,,
2053,pit,pit35ArthurMaulet,,,,,,,,,,,,,,,,,,,,
2054,pit,pit14Ray-RayMcCloud,,,,,,,,2,15,0,0.9,0.1,66.0,39.0,277.0,0.0,59.1,41.0,4,4
2055,pit,pit26AnthonyMcFarland,,,,,,,,3,3,0,1.5,1.5,1.0,1.0,11.0,0.0,100.0,4.0,0,0
2056,pit,pit17AnthonyMiller,,,,,,,,0,0,0,0.0,0.0,1.0,1.0,2.0,0.0,100.0,1.0,0,0
2057,pit,pit99HenryMondeaux,,,,,,,,,,,,,,,,,,,,
2058,pit,pit65DanMoore,,,,,,,,,,,,,,,,,,,,
2059,pit,pit21TreNorwood,,,,,,,,,,,,,,,,,,,,
2060,pit,pit76ChukwumaOkorafor,,,,,,,,,,,,,,,,,,,,
2061,pit,pit42JamesPierre,,,,,,,,,,,,,,,,,,,,
2062,pit,pit87KevinRader,,,,,,,,0,0,0,0.0,0.0,3.0,2.0,8.0,0.0,66.7,2.0,0,0
2063,pit,pit07BenRoethlisberger,390,605,3740,22,10,86.8,35.6,20,5,1,0.3,1.3,,,,,,20.0,11,11
2064,pit,pit02MasonRudolph,35,58,277,1,1,70.8,39.5,5,53,0,26.5,2.5,,,,,,5.0,1,1
2065,pit,pit30TegrayScales,,,,,,,,,,,,,,,,,,,,
2066,pit,pit45JoeSchobert,,,,,,,,,,,,,,,,,,,,
2067,pit,pit50DelontaeScott,,,,,,,,,,,,,,,,,,,,
2068,pit,pit38JohnSimon,,,,,,,,,,,,,,,,,,,,
2069,pit,pit82StevenSims,,,,,,,,,,,,,,,,,,,,
2070,pit,pit19JuJuSmith-Schuster,,,,,,,,3,9,1,1.8,0.6,28.0,15.0,129.0,0.0,53.6,18.0,0,0
2071,pit,pit24BennySnell,,,,,,,,36,98,0,5.8,2.1,4.0,2.0,13.0,0.0,50.0,38.0,0,0
2072,pit,pit41RobertSpillane,,,,,,,,,,,,,,,,,,,,
2073,pit,pit20CameronSutton,,,,,,,,,,,,,,,,,,,,
2074,pit,pit51TraiTurner,,,,,,,,,,,,,,,,,,,,
2075,pit,pit48DerrekTuszka,,,,,,,,,,,,,,,,,,,,
2076,pit,pit10CorlissWaitman,,,,,,,,,,,,,,,,,,,,
2077,pit,pit13JamesWashington,,,,,,,,2,13,0,0.9,0.1,44.0,24.0,285.0,2.0,54.5,26.0,0,0
2078,pit,pit44DerekWatt,,,,,,,,1,1,0,0.1,0.1,3.0,3.0,15.0,0.0,100.0,4.0,0,0
2079,pit,pit90T.J.Watt,,,,,,,,,,,,,,,,,,,,
2080,pit,pit15CodyWhite,,,,,,,,0,0,0,0.0,0.0,6.0,5.0,33.0,0.0,83.3,5.0,0,0
2081,pit,pit25AhkelloWitherspoon,,,,,,,,,,,,,,,,,,,,
2082,pit,pit95ChrisWormley,,,,,,,,,,,,,,,,,,,,
2083,htx,htx88JordanAkins,,,,,,,,1,3,0,0.2,0.1,33.0,24.0,214.0,0.0,72.7,25.0,2,2
2084,htx,htx89DannyAmendola,0,1,0,0,0,39.6,3.3,0,0,0,0.0,0.0,38.0,24.0,248.0,3.0,63.2,24.0,1,1
2085,htx,htx35GraylandArnold,,,,,,,,,,,,,,,,,,,,
2086,htx,htx83AntonyAuclair,,,,,,,,0,0,0,0.0,0.0,5.0,5.0,47.0,1.0,100.0,5.0,0,0
2087,htx,htx90RossBlacklock,,,,,,,,,,,,,,,,,,,,
2088,htx,htx68JustinBritt,,,,,,,,,,,,,,,,,,,,
2089,htx,htx29TerrenceBrooks,,,,,,,,,,,,,,,,,,,,
2090,htx,htx85PharaohBrown,,,,,,,,0,0,0,0.0,0.0,34.0,23.0,171.0,0.0,67.6,23.0,1,1
2091,htx,htx28RexBurkhead,0,1,0,0,0,39.6,2.4,122,427,3,26.7,7.6,32.0,25.0,186.0,0.0,78.1,147.0,1,1
2092,htx,htx17JalenCamp,,,,,,,,,,,,,,,,,,,,
2093,htx,htx61MarcusCannon,,,,,,,,,,,,,,,,,,,,
2094,htx,htx75Ron'DellCarter,,,,,,,,,,,,,,,,,,,,
2095,htx,htx72GeronChristian,,,,,,,,,,,,,,,,,,,,
2096,htx,htx97MaliekCollins,,,,,,,,,,,,,,,,,,,,
2097,htx,htx12NicoCollins,,,,,,,,0,0,0,0.0,0.0,60.0,33.0,446.0,1.0,55.0,33.0,0,0
2098,htx,htx18ChrisConley,,,,,,,,,,,,,,,,,,,,
2099,htx,htx13BrandinCooks,,,,,,,,2,21,0,1.3,0.1,134.0,90.0,1037.0,6.0,67.2,92.0,0,0
2100,htx,htx41ZachCunningham,,,,,,,,,,,,,,,,,,,,
2101,htx,htx81DavionDavis,,,,,,,,0,0,0,0.0,0.0,3.0,1.0,17.0,0.0,33.3,1.0,0,0
2102,htx,htx02PhillipDorsett,,,,,,,,,,,,,,,,,,,,
2103,htx,htx06JeffDriskel,,,,,,,,,,,,,,,,,,,,
2104,htx,htx98MichaelDwumfour,,,,,,,,,,,,,,,,,,,,
2105,htx,htx07Ka'imiFairbairn,,,,,,,,,,,,,,,,,,,,
2106,htx,htx26RoyceFreeman,,,,,,,,35,92,0,13.1,5.0,10.0,7.0,62.0,0.0,70.0,42.0,0,0
2107,htx,htx14T.J.Green,,,,,,,,,,,,,,,,,,,,
2108,htx,htx52JonathanGreenard,,,,,,,,,,,,,,,,,,,,
2109,htx,htx51KamuGrugier-Hill,,,,,,,,,,,,,,,,,,,,
2110,htx,htx26VernonHargreaves,,,,,,,,35,92,0,13.1,5.0,10.0,7.0,62.0,0.0,70.0,42.0,0,0
2111,htx,htx94DemoneHarris,,,,,,,,,,,,,,,,,,,,
2112,htx,htx67CharlieHeck,,,,,,,,,,,,,,,,,,,,
2113,htx,htx43NevilleHewitt,,,,,,,,,,,,,,,,,,,,
2114,htx,htx71TytusHoward,,,,,,,,,,,,,,,,,,,,
2115,htx,htx02MarkIngram,,,,,,,,,,,,,,,,,,,,
2116,htx,htx50JordanJenkins,,,,,,,,,,,,,,,,,,,,
2117,htx,htx31DavidJohnson,,,,,,,,67,228,0,17.5,5.2,42.0,32.0,225.0,1.0,76.2,99.0,1,1
2118,htx,htx93JaleelJohnson,,,,,,,,,,,,,,,,,,,,
2119,htx,htx01LonnieJohnson,,,,,,,,,,,,,,,,,,,,
2120,htx,htx11CameronJohnston,,,,,,,,,,,,,,,,,,,,
2121,htx,htx09BrevinJordan,,,,,,,,0,0,0,0.0,0.0,28.0,20.0,178.0,3.0,71.4,20.0,0,0
2122,htx,htx25DesmondKing,,,,,,,,,,,,,,,,,,,,
2123,htx,htx58ChristianKirksey,,,,,,,,,,,,,,,,,,,,
2124,htx,htx30PhillipLindsay,,,,,,,,50,130,1,13.0,5.0,4.0,3.0,37.0,1.0,75.0,53.0,0,0
2125,htx,htx79RoyLopez,,,,,,,,,,,,,,,,,,,,
2126,htx,htx54JacobMartin,,,,,,,,,,,,,,,,,,,,
2127,htx,htx64JustinMcCray,,,,,,,,,,,,,,,,,,,,
2128,htx,htx59WhitneyMercilus,,,,,,,,,,,,,,,,,,,,
2129,htx,htx18AnthonyMiller,,,,,,,,,,,,,,,,,,,,
2130,htx,htx10DavisMills,263,394,2664,16,10,88.8,35.5,18,44,0,3.4,1.4,,,,,,18.0,5,5
2131,htx,htx39TerranceMitchell,,,,,,,,,,,,,,,,,,,,
2132,htx,htx33A.J.Moore,,,,,,,,,,,,,,,,,,,,
2133,htx,htx15ChrisMoore,,,,,,,,0,0,0,0.0,0.0,22.0,21.0,227.0,2.0,95.5,21.0,0,0
2134,htx,htx22JimmyMoreland,,,,,,,,,,,,,,,,,,,,
2135,htx,htx79JimmyMorrissey,,,,,,,,,,,,,,,,,,,,
2136,htx,htx23EricMurray,,,,,,,,,,,,,,,,,,,,
2137,htx,htx56HardyNickerson,,,,,,,,,,,,,,,,,,,,
2138,htx,htx94CharlesOmenihu,,,,,,,,,,,,,,,,,,,,
2139,htx,htx36JonathanOwens,,,,,,,,,,,,,,,,,,,,
2140,htx,htx27ScottiePhillips,,,,,,,,6,13,0,4.3,2.0,3.0,2.0,9.0,0.0,66.7,8.0,0,0
2141,htx,htx57KevinPierre-Louis,,,,,,,,,,,,,,,,,,,,
2142,htx,htx45PaulQuessenberry,,,,,,,,,,,,,,,,,,,,
2143,htx,htx20JustinReid,,,,,,,,,,,,,,,,,,,,
2144,htx,htx95DerekRivers,,,,,,,,,,,,,,,,,,,,
2145,htx,htx19AndreRoberts,,,,,,,,0,0,0,0.0,0.0,2.0,1.0,35.0,0.0,50.0,1.0,2,2
2146,htx,htx38JaylenSamuels,,,,,,,,5,9,0,3.0,1.7,4.0,3.0,14.0,0.0,75.0,8.0,0,0
2147,htx,htx74MaxScharping,,,,,,,,,,,,,,,,,,,,
2148,htx,htx17JoeySlye,,,,,,,,,,,,,,,,,,,,
2149,htx,htx92ChrisSmith,,,,,,,,,,,,,,,,,,,,
2150,htx,htx24TremonSmith,,,,,,,,1,7,0,0.4,0.1,,,,,,1.0,0,0
2151,htx,htx70JordanSteckler,,,,,,,,,,,,,,,,,,,,
2152,htx,htx53ConnorStrachan,,,,,,,,,,,,,,,,,,,,
2153,htx,htx65LaneTaylor,,,,,,,,,,,,,,,,,,,,
2154,htx,htx05TyrodTaylor,91,150,966,5,5,76.7,40.4,19,151,3,25.2,3.2,,,,,,19.0,3,3
2155,htx,htx96VincentTaylor,,,,,,,,,,,,,,,,,,,,
2156,htx,htx48JoeThomas,,,,,,,,,,,,,,,,,,,,
2157,htx,htx37TavierreThomas,,,,,,,,,,,,,,,,,,,,
2158,htx,htx66ColeToner,,,,,,,,,,,,,,,,,,,,
2159,htx,htx78LaremyTunsil,,,,,,,,,,,,,,,,,,,,
2160,htx,htx84JordanVeasy,,,,,,,,,,,,,,,,,,,,
2161,htx,htx44DeMarcusWalker,,,,,,,,,,,,,,,,,,,,
2162,htx,htx32GarretWallow,,,,,,,,,,,,,,,,,,,,
2163,htx,htx40JoshWatson,,,,,,,,,,,,,,,,,,,,
2164,htx,htx46JonWeeks,,,,,,,,,,,,,,,,,,,,
2165,htx,htx69XavierWilliams,,,,,,,,,,,,,,,,,,,,
2166,htx,htx59EricWilson,,,,,,,,,,,,,,,,,,,,
2167,oti,oti92OlasunkanmiAdeniyi,,,,,,,,,,,,,,,,,,,,
2168,oti,oti95EliAnkou,,,,,,,,,,,,,,,,,,,,
2169,oti,oti96DenicoAutry,,,,,,,,,,,,,,,,,,,,
2170,oti,oti08MichaelBadgley,,,,,,,,27,82,1,27.3,9.0,4.0,4.0,8.0,0.0,100.0,31.0,0,0
2171,oti,oti13CameronBatson,,,,,,,,2,15,0,3.8,0.5,5.0,2.0,15.0,1.0,40.0,4.0,0,0
2172,oti,oti41KhariBlasingame,,,,,,,,3,6,0,0.5,0.3,2.0,2.0,4.0,0.0,100.0,5.0,1,1
2173,oti,oti94AmaniBledsoe,,,,,,,,,,,,,,,,,,,,
2174,oti,oti39BreonBorders,,,,,,,,,,,,,,,,,,,,
2175,oti,oti33BradyBreeze,,,,,,,,,,,,,,,,,,,,
2176,oti,oti62AaronBrewer,,,,,,,,,,,,,,,,,,,,
2177,oti,oti11A.J.Brown,0,2,0,0,0,39.6,2.4,2,10,0,0.8,0.2,105.0,63.0,869.0,5.0,60.0,65.0,0,0
2178,oti,oti55JayonBrown,,,,,,,,,,,,,,,,,,,,
2179,oti,oti14RandyBullock,,,,,,,,,,,,,,,,,,,,
2180,oti,oti31KevinByard,,,,,,,,,,,,,,,,,,,,
2181,oti,oti25JamalCarter,,,,,,,,,,,,,,,,,,,,
2182,oti,oti44ToryCarter,,,,,,,,,,,,,,,,,,,,
2183,oti,oti45DylanCole,,,,,,,,133,566,3,62.9,14.8,11.0,9.0,123.0,0.0,81.8,142.0,2,2
2184,oti,oti46MorganCox,,,,,,,,,,,,,,,,,,,,
2185,oti,oti29DaneCruikshank,,,,,,,,,,,,,,,,,,,,
2186,oti,oti33ZachCunningham,,,,,,,,,,,,,,,,,,,,
2187,oti,oti64NateDavis,,,,,,,,,,,,,,,,,,,,
2188,oti,oti69ChristianDiLauro,,,,,,,,,,,,,,,,,,,,
2189,oti,oti48BudDupree,,,,,,,,,,,,,,,,,,,,
2190,oti,oti49NickDzubnar,,,,,,,,,,,,,,,,,,,,
2191,oti,oti32DarryntonEvans,,,,,,,,2,7,0,7.0,2.0,2.0,2.0,11.0,0.0,100.0,4.0,0,0
2192,oti,oti54RashaanEvans,,,,,,,,,,,,,,,,,,,,
2193,oti,oti03CalebFarley,,,,,,,,,,,,,,,,,,,,
2194,oti,oti21MatthiasFarley,1,1,6,0,0,91.7,,,,,,,,,,,,,,
2195,oti,oti54SharifFinch,,,,,,,,,,,,,,,,,,,,
2196,oti,oti86AnthonyFirkser,,,,,,,,0,0,0,0.0,0.0,43.0,34.0,291.0,2.0,79.1,34.0,2,2
2197,oti,oti10DezFitzpatrick,,,,,,,,0,0,0,0.0,0.0,8.0,5.0,49.0,1.0,62.5,5.0,0,0
2198,oti,oti45D'OntaForeman,,,,,,,,133,566,3,62.9,14.8,11.0,9.0,123.0,0.0,81.8,142.0,2,2
2199,oti,oti26KristianFulton,,,,,,,,,,,,,,,,,,,,
2200,oti,oti78WoodrowHamilton,,,,,,,,,,,,,,,,,,,,
2201,oti,oti68BobbyHart,,,,,,,,,,,,,,,,,,,,
2202,oti,oti22DerrickHenry,1,1,5,1,0,127.1,76.6,219,937,10,117.1,27.4,20.0,18.0,154.0,0.0,90.0,237.0,1,1
2203,oti,oti40DontrellHilliard,,,,,,,,56,350,2,43.8,7.0,26.0,19.0,87.0,0.0,73.1,75.0,2,2
2204,oti,oti18KevinHogan,,,,,,,,0,0,0,0.0,0.0,13.0,10.0,90.0,0.0,76.9,10.0,0,0
2205,oti,oti16CodyHollister,,,,,,,,0,0,0,0.0,0.0,7.0,4.0,33.0,0.0,57.1,4.0,0,0
2206,oti,oti37AmaniHooker,,,,,,,,0,0,0,0.0,0.0,1.0,1.0,6.0,0.0,100.0,1.0,0,0
2207,oti,oti89TommyHudson,,,,,,,,0,0,0,0.0,0.0,6.0,3.0,31.0,0.0,50.0,3.0,0,0
2208,oti,oti83RyanIzzo,,,,,,,,,,,,,,,,,,,,
2209,oti,oti35ChrisJackson,,,,,,,,,,,,,,,,,,,,
2210,oti,oti20JackrabbitJenkins,,,,,,,,,,,,,,,,,,,,
2211,oti,oti88MarcusJohnson,,,,,,,,2,-2,0,-0.3,0.3,19.0,9.0,160.0,0.0,47.4,11.0,0,0
2212,oti,oti60BenJones,,,,,,,,,,,,,,,,,,,,
2213,oti,oti23ChrisJones,,,,,,,,,,,,,,,,,,,,
2214,oti,oti42JosephJones,,,,,,,,,,,,,,,,,,,,
2215,oti,oti02JulioJones,,,,,,,,0,0,0,0.0,0.0,48.0,31.0,434.0,1.0,64.6,31.0,0,0
2216,oti,oti90NaquanJones,,,,,,,,,,,,,,,,,,,,
2217,oti,oti06BrettKern,,,,,,,,,,,,,,,,,,,,
2218,oti,oti12MasonKinsey,,,,,,,,,,,,,,,,,,,,
2219,oti,oti71KendallLamm,,,,,,,,,,,,,,,,,,,,
2220,oti,oti58HaroldLandry,,,,,,,,,,,,,,,,,,,,
2221,oti,oti61CoreyLevin,,,,,,,,,,,,,,,,,,,,
2222,oti,oti77TaylorLewan,,,,,,,,,,,,,,,,,,,,
2223,oti,oti51DavidLong,,,,,,,,,,,,,,,,,,,,
2224,oti,oti30GregMabin,,,,,,,,,,,,,,,,,,,,
2225,oti,oti30BradleyMcDougald,,,,,,,,,,,,,,,,,,,,
2226,oti,oti81RaceyMcMath,,,,,,,,0,0,0,0.0,0.0,6.0,2.0,8.0,0.0,33.3,2.0,1,1
2227,oti,oti28JeremyMcNichols,,,,,,,,41,156,0,11.1,2.9,38.0,28.0,240.0,1.0,73.7,69.0,0,0
2228,oti,oti24ElijahMolden,,,,,,,,,,,,,,,,,,,,
2229,oti,oti52DanielMunyer,,,,,,,,,,,,,,,,,,,,
2230,oti,oti91LarrellMurchison,,,,,,,,,,,,,,,,,,,,
2231,oti,oti94KylePeko,,,,,,,,,,,,,,,,,,,,
2232,oti,oti08AdrianPeterson,,,,,,,,27,82,1,27.3,9.0,4.0,4.0,8.0,0.0,100.0,31.0,0,0
2233,oti,oti85MyColePruitt,,,,,,,,0,0,0,0.0,0.0,18.0,14.0,145.0,3.0,77.8,14.0,0,0
2234,oti,oti72DavidQuessenberry,,,,,,,,,,,,,,,,,,,,
2235,oti,oti75DillonRadunz,,,,,,,,,,,,,,,,,,,,
2236,oti,oti97CaraunReid,,,,,,,,,,,,,,,,,,,,
2237,oti,oti18JoshReynolds,,,,,,,,0,0,0,0.0,0.0,13.0,10.0,90.0,0.0,76.9,10.0,0,0
2238,oti,oti56MontyRice,,,,,,,,,,,,,,,,,,,,
2239,oti,oti50DerickRoberson,,,,,,,,,,,,,,,,,,,,
2240,oti,oti80ChesterRogers,,,,,,,,1,9,0,0.6,0.1,43.0,30.0,301.0,1.0,69.8,31.0,4,4
2241,oti,oti95AnthonyRush,,,,,,,,,,,,,,,,,,,,
2242,oti,oti76RodgerSaffold,,,,,,,,,,,,,,,,,,,,
2243,oti,oti70TySambrailo,,,,,,,,,,,,,,,,,,,,
2244,oti,oti38MekhiSargent,,,,,,,,2,4,0,1.3,0.7,,,,,,2.0,0,0
2245,oti,oti98JefferySimmons,,,,,,,,,,,,,,,,,,,,
2246,oti,oti59JohnSimon,,,,,,,,,,,,,,,,,,,,
2247,oti,oti38BusterSkrine,,,,,,,,2,4,0,1.3,0.7,,,,,,2.0,0,0
2248,oti,oti97KevinStrong,,,,,,,,,,,,,,,,,,,,
2249,oti,oti87GeoffSwaim,,,,,,,,0,0,0,0.0,0.0,40.0,31.0,210.0,3.0,77.5,31.0,0,0
2250,oti,oti17RyanTannehill,357,531,3734,21,14,89.6,55.9,55,270,7,15.9,3.2,,,,,,55.0,10,10
2251,oti,oti93TeairTart,,,,,,,,,,,,,,,,,,,,
2252,oti,oti08JohnnyTownsend,,,,,,,,27,82,1,27.3,9.0,4.0,4.0,8.0,0.0,100.0,31.0,0,0
2253,oti,oti99RashadWeaver,,,,,,,,,,,,,,,,,,,,
2254,oti,oti15NickWestbrook-Ikhine,,,,,,,,0,0,0,0.0,0.0,57.0,38.0,476.0,4.0,66.7,38.0,1,1
2255,oti,oti33JordanWilkins,,,,,,,,,,,,,,,,,,,,
2256,oti,oti53AveryWilliamson,,,,,,,,,,,,,,,,,,,,
2257,oti,oti05LoganWoodside,,,,,,,,6,-6,0,-1.2,1.2,,,,,,6.0,0,0
2258,min,min31AmeerAbdullah,,,,,,,,7,30,0,5.0,1.2,4.0,3.0,17.0,0.0,75.0,10.0,0,0
2259,min,min24MackensieAlexander,,,,,,,,,,,,,,,,,,,,
2260,min,min34JakeBargas,,,,,,,,,,,,,,,,,,,,
2261,min,min55AnthonyBarr,,,,,,,,,,,,,,,,,,,,
2262,min,min03JordanBerry,,,,,,,,,,,,,,,,,,,,
2263,min,min47TufBorland,,,,,,,,,,,,,,,,,,,,
2264,min,min73TashawnBower,,,,,,,,,,,,,,,,,,,,
2265,min,min29KrisBoyd,,,,,,,,,,,,,,,,,,,,
2266,min,min56GarrettBradbury,,,,,,,,0,0,0,0.0,0.0,1.0,1.0,21.0,0.0,100.0,1.0,0,0
2267,min,min64BlakeBrandel,,,,,,,,,,,,,,,,,,,,
2268,min,min21BashaudBreeland,,,,,,,,,,,,,,,,,,,,
2269,min,min43CamrynBynum,,,,,,,,,,,,,,,,,,,,
2270,min,min85DanChisena,,,,,,,,,,,,,,,,,,,,
2271,min,min72EzraCleveland,,,,,,,,,,,,,,,,,,,,
2272,min,min52MasonCole,,,,,,,,,,,,,,,,,,,,
2273,min,min83TylerConklin,,,,,,,,0,0,0,0.0,0.0,87.0,61.0,593.0,3.0,70.1,61.0,1,1
2274,min,min57RyanConnelly,,,,,,,,,,,,,,,,,,,,
2275,min,min33DalvinCook,,,,,,,,249,1159,6,89.2,19.2,49.0,34.0,224.0,0.0,69.4,283.0,3,3
2276,min,min08KirkCousins,372,561,4221,33,7,103.1,52.3,29,115,1,7.2,1.8,,,,,,29.0,12,12
2277,min,min27CameronDantzler,,,,,,,,,,,,,,,,,,,,
2278,min,min71ChristianDarrisaw,,,,,,,,,,,,,,,,,,,,
2279,min,min51WyattDavis,,,,,,,,,,,,,,,,,,,,
2280,min,min42AndrewDePaola,,,,,,,,,,,,,,,,,,,,
2281,min,min86BrandonDillon,,,,,,,,,,,,,,,,,,,,
2282,min,min46MylesDorn,,,,,,,,,,,,,,,,,,,,
2283,min,min78DakotaDozier,,,,,,,,,,,,,,,,,,,,
2284,min,min45TroyDye,,,,,,,,,,,,,,,,,,,,
2285,min,min82BenEllefson,,,,,,,,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
2286,min,min31WayneGallman,,,,,,,,7,30,0,5.0,1.2,4.0,3.0,17.0,0.0,75.0,10.0,0,0
2287,min,min97EversonGriffen,,,,,,,,,,,,,,,,,,,,
2288,min,min30C.J.Ham,,,,,,,,7,34,0,2.0,0.4,18.0,17.0,125.0,0.0,94.4,24.0,0,0
2289,min,min20HarrisonHand,,,,,,,,,,,,,,,,,,,,
2290,min,min89ChrisHerndon,,,,,,,,0,0,0,0.0,0.0,7.0,4.0,40.0,1.0,57.1,4.0,0,0
2291,min,min69RashodHill,,,,,,,,,,,,,,,,,,,,
2292,min,min99DanielleHunter,,,,,,,,,,,,,,,,,,,,
2293,min,min18JustinJefferson,2,4,35,0,0,80.2,42.7,6,14,0,0.8,0.4,167.0,108.0,1616.0,10.0,64.7,114.0,1,1
2294,min,min93PatrickJones,,,,,,,,,,,,,,,,,,,,
2295,min,min01GregJoseph,,,,,,,,,,,,,,,,,,,,
2296,min,min54EricKendricks,,,,,,,,,,,,,,,,,,,,
2297,min,min48BlakeLynch,,,,,,,,,,,,,,,,,,,,
2298,min,min92JamesLynch,,,,,,,,,,,,,,,,,,,,
2299,min,min14SeanMannion,22,36,189,1,0,84.1,33.5,2,14,0,14.0,2.0,,,,,,2.0,0,0
2300,min,min25AlexanderMattison,,,,,,,,134,491,3,30.7,8.4,39.0,32.0,228.0,1.0,82.1,166.0,1,1
2301,min,min91T.Y.McGill,,,,,,,,,,,,,,,,,,,,
2302,min,min44JoshMetellus,,,,,,,,,,,,,,,,,,,,
2303,min,min87MyronMitchell,,,,,,,,,,,,,,,,,,,,
2304,min,min11KellenMond,2,3,5,0,0,70.1,14.9,,,,,,,,,,,,,
2305,min,min39ParryNickerson,,,,,,,,,,,,,,,,,,,,
2306,min,min26KeneNwangwu,,,,,,,,13,61,0,5.5,1.2,5.0,4.0,9.0,0.0,80.0,17.0,0,0
2307,min,min75BrianO'Neill,,,,,,,,,,,,,,,,,,,,
2308,min,min17K.J.Osborn,,,,,,,,1,10,0,0.6,0.1,82.0,50.0,655.0,7.0,61.0,51.0,0,0
2309,min,min07PatrickPeterson,,,,,,,,,,,,,,,,,,,,
2310,min,min58MichaelPierce,,,,,,,,,,,,,,,,,,,,
2311,min,min90SheldonRichardson,,,,,,,,,,,,,,,,,,,,
2312,min,min22HarrisonSmith,,,,,,,,,,,,,,,,,,,,
2313,min,min50T.J.Smith,,,,,,,,,,,,,,,,,,,,
2314,min,min05TyeSmith,,,,,,,,,,,,,,,,,,,,
2315,min,min15IhmirSmith-Marsette,,,,,,,,0,0,0,0.0,0.0,6.0,5.0,116.0,2.0,83.3,5.0,0,0
2316,min,min35LukeStocker,,,,,,,,0,0,0,0.0,0.0,2.0,2.0,12.0,0.0,100.0,2.0,0,0
2317,min,min41ChazzSurratt,,,,,,,,,,,,,,,,,,,,
2318,min,min19AdamThielen,,,,,,,,1,2,0,0.2,0.1,95.0,67.0,726.0,10.0,70.5,68.0,1,1
2319,min,min94DalvinTomlinson,,,,,,,,,,,,,,,,,,,,
2320,min,min74OliUdoh,,,,,,,,,,,,,,,,,,,,
2321,min,min59NickVigil,,,,,,,,,,,,,,,,,,,,
2322,min,min96ArmonWatts,,,,,,,,,,,,,,,,,,,,
2323,min,min91StephenWeatherly,,,,,,,,,,,,,,,,,,,,
2324,min,min12DedeWestbrook,,,,,,,,0,0,0,0.0,0.0,15.0,10.0,68.0,0.0,66.7,10.0,2,2
2325,min,min79KennyWillekes,,,,,,,,,,,,,,,,,,,,
2326,min,min98D.J.Wonnum,,,,,,,,,,,,,,,,,,,,
2327,min,min23XavierWoods,,,,,,,,,,,,,,,,,,,,
2328,min,min66EddieYarbrough,,,,,,,,,,,,,,,,,,,,
2329,was,was93JonathanAllen,,,,,,,,,,,,,,,,,,,,
2330,was,was08KyleAllen,12,19,120,1,0,98.6,24.6,2,11,0,5.5,1.0,,,,,,2.0,1,1
2331,was,was30TroyApke,,,,,,,,,,,,,,,,,,,,
2332,was,was38AlexArmah,,,,,,,,,,,,,,,,,,,,
2333,was,was64DavidBada,,,,,,,,,,,,,,,,,,,,
2334,was,was87JohnBates,,,,,,,,0,0,0,0.0,0.0,25.0,20.0,249.0,1.0,80.0,20.0,1,1
2335,was,was12ChrisBlewitt,,,,,,,,,,,,,,,,,,,,
2336,was,was53JonathanBostic,,,,,,,,,,,,,,,,,,,,
2337,was,was56WilliamBradley-King,,,,,,,,,,,,,,,,,,,,
2338,was,was02DyamiBrown,,,,,,,,1,-4,0,-0.3,0.1,25.0,12.0,165.0,0.0,48.0,13.0,0,0
2339,was,was64ShaqCalhoun,,,,,,,,,,,,,,,,,,,,
2340,was,was01DeAndreCarter,,,,,,,,10,89,0,5.2,0.6,44.0,24.0,296.0,3.0,54.5,34.0,3,3
