,Acronym,RosterID,Completions,Attempts,PassingYards,PassingTDs,Interceptions,QBRate,QBR,RushingAttempts,RushingYards,RushingTDs,RushingYPG,RushingAPG,PassTargets,Receptions,ReceivingYards,ReceivingTDs,CatchPercentage,Touches,YardsFromScrimmage,Fumbles
1419,gnb,gnb98AbdullahAnderson,,,,,,,,,,,,,,,,,,,,
1420,gnb,gnb69DavidBakhtiari,,,,,,,,,,,,,,,,,,,,
1421,gnb,gnb51KrysBarnes,,,,,,,,,,,,,,,,,,,,
1422,gnb,gnb06KurtBenkert,,,,,,,,2,-1,0,-1.0,2.0,,,,,,2.0,0,0
1423,gnb,gnb41HenryBlack,,,,,,,,,,,,,,,,,,,,
1424,gnb,gnb07CoreyBojorquez,,,,,,,,,,,,,,,,,,,,
1425,gnb,gnb64BenBraden,,,,,,,,,,,,,,,,,,,,
1426,gnb,gnb43HunterBradley,,,,,,,,,,,,,,,,,,,,
1427,gnb,gnb42OrenBurks,,,,,,,,,,,,,,,,,,,,
1428,gnb,gnb59De'VondreCampbell,,,,,,,,,,,,,,,,,,,,
1429,gnb,gnb97KennyClark,,,,,,,,,,,,,,,,,,,,
1430,gnb,gnb18RandallCobb,,,,,,,,1,1,0,0.1,0.1,39.0,28.0,375.0,5.0,71.8,29.0,1,1
1431,gnb,gnb02MasonCrosby,,,,,,,,,,,,,,,,,,,,
1432,gnb,gnb49DominiqueDafney,,,,,,,,0,0,0,0.0,0.0,4.0,2.0,34.0,0.0,50.0,2.0,0,0
1433,gnb,gnb30ShawnDavis,,,,,,,,,,,,,,,,,,,,
1434,gnb,gnb84TylerDavis,,,,,,,,0,0,0,0.0,0.0,5.0,4.0,35.0,0.0,80.0,4.0,0,0
1435,gnb,gnb81JosiahDeguara,,,,,,,,0,0,0,0.0,0.0,33.0,25.0,245.0,2.0,75.8,25.0,0,0
1436,gnb,gnb28AJDillon,,,,,,,,187,803,5,47.2,11.0,37.0,34.0,313.0,2.0,91.9,221.0,2,2
1437,gnb,gnb29RasulDouglas,,,,,,,,,,,,,,,,,,,,
1438,gnb,gnb47JoeFortunato,,,,,,,,,,,,,,,,,,,,
1439,gnb,gnb38InnisGaines,,,,,,,,,,,,,,,,,,,,
1440,gnb,gnb40TipaGaleai,,,,,,,,,,,,,,,,,,,,
1441,gnb,gnb53JonathanGarvin,,,,,,,,,,,,,,,,,,,,
1442,gnb,gnb52RashanGary,,,,,,,,,,,,,,,,,,,,
1443,gnb,gnb54LadariusHamilton,,,,,,,,,,,,,,,,,,,,
1444,gnb,gnb67JakeHanson,,,,,,,,,,,,,,,,,,,,
1445,gnb,gnb90JackHeflin,,,,,,,,,,,,,,,,,,,,
1446,gnb,gnb32KylinHill,,,,,,,,10,24,0,3.0,1.3,2.0,1.0,5.0,0.0,50.0,11.0,0,0
1447,gnb,gnb22ShemarJean-Charles,,,,,,,,,,,,,,,,,,,,
1448,gnb,gnb74ElgtonJenkins,,,,,,,,,,,,,,,,,,,,
1449,gnb,gnb33AaronJones,,,,,,,,171,799,4,53.3,11.4,65.0,52.0,391.0,6.0,80.0,223.0,2,2
1450,gnb,gnb96KingsleyKeke,,,,,,,,,,,,,,,,,,,,
1451,gnb,gnb79DennisKelly,,,,,,,,,,,,,,,,,,,,
1452,gnb,gnb20KevinKing,,,,,,,,,,,,,,,,,,,,
1453,gnb,gnb95TylerLancaster,,,,,,,,,,,,,,,,,,,,
1454,gnb,gnb13AllenLazard,,,,,,,,3,32,0,2.1,0.2,60.0,40.0,513.0,8.0,66.7,43.0,0,0
1455,gnb,gnb89MarcedesLewis,,,,,,,,0,0,0,0.0,0.0,28.0,23.0,214.0,0.0,82.1,23.0,1,1
1456,gnb,gnb10JordanLove,36,62,411,2,3,68.7,31.4,12,27,0,4.5,2.0,,,,,,12.0,3,3
1457,gnb,gnb94DeanLowry,,,,,,,,,,,,,,,,,,,,
1458,gnb,gnb58IsaiahMcDuffie,,,,,,,,,,,,,,,,,,,,
1459,gnb,gnb50WhitneyMercilus,,,,,,,,,,,,,,,,,,,,
1460,gnb,gnb82DavidMoore,,,,,,,,,,,,,,,,,,,,
1461,gnb,gnb71JoshMyers,,,,,,,,,,,,,,,,,,,,
1462,gnb,gnb70RoyceNewman,,,,,,,,,,,,,,,,,,,,
1463,gnb,gnb73YosuahNijman,,,,,,,,,,,,,,,,,,,,
1464,gnb,gnb62LucasPatrick,,,,,,,,,,,,,,,,,,,,
1465,gnb,gnb47ChaunceyRivers,,,,,,,,,,,,,,,,,,,,
1466,gnb,gnb12AaronRodgers,366,531,4115,37,4,111.9,69.1,33,101,3,6.3,2.1,1.0,1.0,-4.0,0.0,100.0,34.0,3,3
1467,gnb,gnb08AmariRodgers,,,,,,,,1,11,0,0.7,0.1,8.0,4.0,45.0,0.0,50.0,5.0,2,2
1468,gnb,gnb76JonRunyan,,,,,,,,,,,,,,,,,,,,
1469,gnb,gnb26DarnellSavage,,,,,,,,,,,,,,,,,,,,
1470,gnb,gnb36VernonScott,,,,,,,,,,,,,,,,,,,,
1471,gnb,gnb93TedarrellSlaton,,,,,,,,,,,,,,,,,,,,
1472,gnb,gnb09JaylonSmith,,,,,,,,,,,,,,,,,,,,
1473,gnb,gnb91PrestonSmith,,,,,,,,,,,,,,,,,,,,
1474,gnb,gnb55Za'DariusSmith,,,,,,,,,,,,,,,,,,,,
1475,gnb,gnb19EquanimeousSt.,,,,,,,,3,14,0,1.1,0.2,17.0,9.0,98.0,0.0,52.9,12.0,0,0
1476,gnb,gnb21EricStokes,,,,,,,,,,,,,,,,,,,,
1477,gnb,gnb39ChandonSullivan,,,,,,,,,,,,,,,,,,,,
1478,gnb,gnb44TySummers,,,,,,,,,,,,,,,,,,,,
1479,gnb,gnb86MalikTaylor,,,,,,,,0,0,0,0.0,0.0,3.0,2.0,14.0,0.0,66.7,2.0,1,1
1480,gnb,gnb27PatrickTaylor,,,,,,,,23,89,1,9.9,2.6,2.0,2.0,3.0,0.0,100.0,25.0,0,0
1481,gnb,gnb85RobertTonyan,,,,,,,,0,0,0,0.0,0.0,29.0,18.0,204.0,2.0,62.1,18.0,0,0
1482,gnb,gnb77BillyTurner,,,,,,,,,,,,,,,,,,,,
1483,gnb,gnb83MarquezValdes-Scantling,,,,,,,,0,0,0,0.0,0.0,55.0,26.0,430.0,3.0,47.3,26.0,0,0
1484,gnb,gnb78ColeVan,,,,,,,,,,,,,,,,,,,,
1485,gnb,gnb88JuwannWinfree,,,,,,,,0,0,0,0.0,0.0,13.0,8.0,58.0,0.0,61.5,8.0,2,2
1486,gnb,gnb46StevenWirtel,,,,,,,,,,,,,,,,,,,,
1487,gnb,gnb24IsaacYiadom,,,,,,,,,,,,,,,,,,,,
1488,car,car20AmeerAbdullah,,,,,,,,,,,,,,,,,,,,
1489,car,car11RobbyAnderson,,,,,,,,3,36,0,2.1,0.2,110.0,53.0,519.0,5.0,48.2,56.0,0,0
1490,car,car85DanArnold,,,,,,,,0,0,0,0.0,0.0,11.0,7.0,84.0,0.0,63.6,7.0,0,0
1491,car,car39ReggieBonnafon,,,,,,,,1,4,0,1.0,0.3,2.0,2.0,12.0,0.0,100.0,3.0,0,0
1492,car,car24A.J.Bouye,,,,,,,,,,,,,,,,,,,,
1493,car,car77DeonteBrown,,,,,,,,,,,,,,,,,,,,
1494,car,car95DerrickBrown,,,,,,,,,,,,,,,,,,,,
1495,car,car33SpencerBrown,,,,,,,,,,,,,,,,,,,,
1496,car,car53BrianBurns,,,,,,,,,,,,,,,,,,,,
1497,car,car31JustonBurris,,,,,,,,,,,,,,,,,,,,
1498,car,car04JermaineCarter,,,,,,,,,,,,,,,,,,,,
1499,car,car34SeanChandler,,,,,,,,1,14,0,0.9,0.1,,,,,,1.0,0,0
1500,car,car03JosephCharlton,,,,,,,,,,,,,,,,,,,,
1501,car,car21JeremyChinn,,,,,,,,,,,,,,,,,,,,
1502,car,car70BradyChristensen,,,,,,,,,,,,,,,,,,,,
1503,car,car83MattCole,,,,,,,,0,0,0,0.0,0.0,3.0,1.0,6.0,0.0,33.3,1.0,0,0
1504,car,car65DennisDaley,,,,,,,,,,,,,,,,,,,,
1505,car,car14SamDarnold,243,406,2527,9,13,71.9,33.2,48,222,5,18.5,4.0,,,,,,48.0,9,9
1506,car,car10LacEdwards,,,,,,,,,,,,,,,,,,,,
1507,car,car60PatElflein,,,,,,,,,,,,,,,,,,,,
1508,car,car13AlexErickson,,,,,,,,0,0,0,0.0,0.0,4.0,3.0,55.0,0.0,75.0,3.0,0,0
1509,car,car75CameronErving,,,,,,,,,,,,,,,,,,,,
1510,car,car91MorganFox,,,,,,,,,,,,,,,,,,,,
1511,car,car42SamFranklin,,,,,,,,,,,,,,,,,,,,
1512,car,car32RoyceFreeman,,,,,,,,21,77,0,9.6,2.6,6.0,3.0,15.0,0.0,50.0,24.0,0,0
1513,car,car09StephonGilmore,,,,,,,,,,,,,,,,,,,,
1514,car,car05ZaneGonzalez,,,,,,,,,,,,,,,,,,,,
1515,car,car97YeturGross-Matos,,,,,,,,,,,,,,,,,,,,
1516,car,car03LirimHajrullahu,,,,,,,,,,,,,,,,,,,,
1517,car,car36MadreHarper,,,,,,,,,,,,,,,,,,,,
1518,car,car38MylesHartsfield,,,,,,,,,,,,,,,,,,,,
1519,car,car98MarquisHaynes,,,,,,,,,,,,,,,,,,,,
1520,car,car15C.J.Henderson,,,,,,,,,,,,,,,,,,,,
1521,car,car69FrankHerron,,,,,,,,,,,,,,,,,,,,
1522,car,car08JayceeHorn,,,,,,,,,,,,,,,,,,,,
1523,car,car66MikeHorton,,,,,,,,,,,,,,,,,,,,
1524,car,car71PhilHoskins,,,,,,,,,,,,,,,,,,,,
1525,car,car30ChubaHubbard,,,,,,,,172,612,5,36.0,10.1,37.0,25.0,174.0,1.0,67.6,197.0,1,1
1526,car,car26DonteJackson,,,,,,,,,,,,,,,,,,,,
1527,car,car44J.J.Jansen,,,,,,,,,,,,,,,,,,,,
1528,car,car92DarrylJohnson,,,,,,,,,,,,,,,,,,,,
1529,car,car57ClayJohnston,,,,,,,,,,,,,,,,,,,,
1530,car,car90DaQuanJones,,,,,,,,,,,,,,,,,,,,
1531,car,car73MichaelJordan,,,,,,,,,,,,,,,,,,,,
1532,car,car18KeithKirkwood,,,,,,,,0,0,0,0.0,0.0,7.0,3.0,17.0,0.0,42.9,3.0,0,0
1533,car,car49FrankieLuvu,,,,,,,,,,,,,,,,,,,,
1534,car,car88TerraceMarshall,,,,,,,,0,0,0,0.0,0.0,30.0,17.0,138.0,0.0,56.7,17.0,0,0
1535,car,car47KamalMartin,,,,,,,,,,,,,,,,,,,,
1536,car,car22ChristianMcCaffrey,,,,,,,,99,442,1,63.1,14.1,41.0,37.0,343.0,1.0,90.2,136.0,1,1
1537,car,car29RashaanMelvin,,,,,,,,,,,,,,,,,,,,
1538,car,car67JohnMiller,,,,,,,,,,,,,,,,,,,,
1539,car,car02D.J.Moore,,,,,,,,8,48,0,2.8,0.5,163.0,93.0,1157.0,4.0,57.1,101.0,1,1
1540,car,car72TaylorMoton,,,,,,,,,,,,,,,,,,,,
1541,car,car01CamNewton,69,126,684,4,5,64.4,25.5,47,230,5,28.8,5.9,,,,,,47.0,4,4
1542,car,car94DaviyonNixon,,,,,,,,,,,,,,,,,,,,
1543,car,car63PatrickOmameh,,,,,,,,,,,,,,,,,,,,
1544,car,car61MattParadis,,,,,,,,,,,,,,,,,,,,
1545,car,car19AaronParker,,,,,,,,,,,,,,,,,,,,
1546,car,car74AustenPleasants,,,,,,,,,,,,,,,,,,,,
1547,car,car43HaasonReddick,,,,,,,,,,,,,,,,,,,,
1548,car,car45GiovanniRicci,,,,,,,,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0
1549,car,car27KennyRobinson,,,,,,,,,,,,,,,,,,,,
1550,car,car93BravvionRoy,,,,,,,,,,,,,,,,,,,,
1551,car,car09RyanSantoso,,,,,,,,,,,,,,,,,,,,
1552,car,car81C.J.Saunders,,,,,,,,0,0,0,0.0,0.0,2.0,2.0,11.0,0.0,100.0,2.0,0,0
1553,car,car78TrentonScott,,,,,,,,,,,,,,,,,,,,
1554,car,car20RodneySmith,,,,,,,,,,,,,,,,,,,,
1555,car,car12ShiSmith,,,,,,,,1,-3,0,-0.5,0.2,11.0,6.0,104.0,0.0,54.5,7.0,0,0
1556,car,car83WillieSnead,,,,,,,,0,0,0,0.0,0.0,3.0,1.0,6.0,0.0,33.3,1.0,0,0
1557,car,car50JulianStanford,,,,,,,,,,,,,,,,,,,,
1558,car,car84StephenSullivan,,,,,,,,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1559,car,car28KeithTaylor,,,,,,,,,,,,,,,,,,,,
1560,car,car68SamTecklenburg,,,,,,,,,,,,,,,,,,,,
1561,car,car80IanThomas,,,,,,,,0,0,0,0.0,0.0,30.0,18.0,188.0,0.0,60.0,18.0,0,0
1562,car,car23StantleyThomas-Oliver,,,,,,,,,,,,,,,,,,,,
1563,car,car86ColinThompson,,,,,,,,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
1564,car,car54ShaqThompson,,,,,,,,,,,,,,,,,,,,
1565,car,car82TommyTremble,,,,,,,,3,11,1,0.7,0.2,35.0,20.0,180.0,1.0,57.1,23.0,0,0
1566,car,car06P.J.Walker,36,66,362,1,3,56.5,19.3,7,13,0,2.6,1.4,,,,,,7.0,3,3
1567,car,car10RyanWinslow,,,,,,,,,,,,,,,,,,,,
1568,car,car16BrandonZylstra,0,1,0,0,0,39.6,0.4,0,0,0,0.0,0.0,25.0,18.0,250.0,1.0,72.0,18.0,0,0
1569,nwe,nwe15NelsonAgholor,,,,,,,,3,11,0,0.7,0.2,64.0,37.0,473.0,3.0,57.8,40.0,0,0
1570,nwe,nwe94HenryAnderson,,,,,,,,,,,,,,,,,,,,
1571,nwe,nwe60DavidAndrews,,,,,,,,,,,,,,,,,,,,
1572,nwe,nwe86DevinAsiasi,,,,,,,,,,,,,,,,,,,,
1573,nwe,nwe07JakeBailey,,,,,,,,,,,,,,,,,,,,
1574,nwe,nwe70ChristianBarmore,,,,,,,,,,,,,,,,,,,,
1575,nwe,nwe08Ja'WhaunBentley,,,,,,,,,,,,,,,,,,,,
1576,nwe,nwe29JustinBethel,,,,,,,,,,,,,,,,,,,,
1577,nwe,nwe25BrandonBolden,,,,,,,,44,226,1,13.3,2.6,49.0,41.0,405.0,2.0,83.7,85.0,1,1
1578,nwe,nwe84KendrickBourne,1,1,25,1,0,158.3,100.0,12,125,0,7.4,0.7,70.0,55.0,800.0,5.0,78.6,67.0,1,1
1579,nwe,nwe96TashawnBower,,,,,,,,,,,,,,,,,,,,
1580,nwe,nwe77TrentBrown,,,,,,,,,,,,,,,,,,,,
1581,nwe,nwe41MylesBryant,,,,,,,,,,,,,,,,,,,,
1582,nwe,nwe72YodnyCajuste,,,,,,,,,,,,,,,,,,,,
1583,nwe,nwe49JoeCardona,,,,,,,,,,,,,,,,,,,,
1584,nwe,nwe58JamieCollins,,,,,,,,,,,,,,,,,,,,
1585,nwe,nwe98CarlDavis,,,,,,,,,,,,,,,,,,,,
1586,nwe,nwe22CodyDavis,,,,,,,,,,,,,,,,,,,,
1587,nwe,nwe30SeanDavis,,,,,,,,,,,,,,,,,,,,
1588,nwe,nwe23KyleDugger,,,,,,,,,,,,,,,,,,,,
1589,nwe,nwe63YasirDurant,,,,,,,,,,,,,,,,,,,,
1590,nwe,nwe95DanielEkuale,,,,,,,,,,,,,,,,,,,,
1591,nwe,nwe65JamesFerentz,,,,,,,,,,,,,,,,,,,,
1592,nwe,nwe06NickFolk,,,,,,,,,,,,,,,,,,,,
1593,nwe,nwe92DavonGodchaux,,,,,,,,,,,,,,,,,,,,
1594,nwe,nwe93LawrenceGuy,,,,,,,,,,,,,,,,,,,,
1595,nwe,nwe37DamienHarris,,,,,,,,202,929,15,61.9,13.5,21.0,18.0,132.0,0.0,85.7,220.0,2,2
1596,nwe,nwe01N'KealHarry,,,,,,,,0,0,0,0.0,0.0,22.0,12.0,184.0,0.0,54.5,12.0,1,1
1597,nwe,nwe85HunterHenry,,,,,,,,0,0,0,0.0,0.0,75.0,50.0,603.0,9.0,66.7,50.0,0,0
1598,nwe,nwe75JustinHerron,,,,,,,,,,,,,,,,,,,,
1599,nwe,nwe54Dont'aHightower,,,,,,,,,,,,,,,,,,,,
1600,nwe,nwe05BrianHoyer,9,11,227,1,0,149.1,97.4,11,-8,0,-1.6,2.2,,,,,,11.0,0,0
1601,nwe,nwe27J.C.Jackson,,,,,,,,,,,,,,,,,,,,
1602,nwe,nwe47JakobJohnson,,,,,,,,0,0,0,0.0,0.0,5.0,4.0,43.0,0.0,80.0,4.0,0,0
1603,nwe,nwe31JonathanJones,,,,,,,,,,,,,,,,,,,,
1604,nwe,nwe10MacJones,352,521,3801,22,13,92.5,50.9,44,129,0,7.6,2.6,,,,,,44.0,7,7
1605,nwe,nwe09MattJudon,,,,,,,,,,,,,,,,,,,,
1606,nwe,nwe67TedKarras,,,,,,,,,,,,,,,,,,,,
1607,nwe,nwe36BrandonKing,,,,,,,,,,,,,,,,,,,,
1608,nwe,nwe83MattLaCosse,,,,,,,,,,,,,,,,,,,,
1609,nwe,nwe48HarveyLangi,,,,,,,,,,,,,,,,,,,,
1610,nwe,nwe69ShaqMason,,,,,,,,,,,,,,,,,,,,
1611,nwe,nwe32DevinMcCourty,,,,,,,,,,,,,,,,,,,,
1612,nwe,nwe16JakobiMeyers,2,2,45,0,0,118.7,73.6,1,9,0,0.5,0.1,126.0,83.0,866.0,2.0,65.9,84.0,1,1
1613,nwe,nwe02JalenMills,,,,,,,,,,,,,,,,,,,,
1614,nwe,nwe43CalvinMunson,,,,,,,,,,,,,,,,,,,,
1615,nwe,nwe80GunnerOlszewski,,,,,,,,1,9,0,0.6,0.1,3.0,2.0,31.0,0.0,66.7,3.0,3,3
1616,nwe,nwe71MichaelOnwenu,,,,,,,,,,,,,,,,,,,,
1617,nwe,nwe21AdrianPhillips,,,,,,,,,,,,,,,,,,,,
1618,nwe,nwe39D'AngeloRoss,,,,,,,,,,,,,,,,,,,,
1619,nwe,nwe68WilliamSherman,,,,,,,,,,,,,,,,,,,,
1620,nwe,nwe18MatthewSlater,,,,,,,,,,,,,,,,,,,,
1621,nwe,nwe81JonnuSmith,,,,,,,,9,40,0,2.5,0.6,45.0,28.0,294.0,1.0,62.2,37.0,1,1
1622,nwe,nwe38RhamondreStevenson,,,,,,,,133,606,5,50.5,11.1,18.0,14.0,123.0,0.0,77.8,147.0,2,2
1623,nwe,nwe48JahlaniTavai,,,,,,,,,,,,,,,,,,,,
1624,nwe,nwe42J.J.Taylor,,,,,,,,19,37,2,7.4,3.8,4.0,4.0,8.0,0.0,100.0,23.0,1,1
1625,nwe,nwe55JoshUche,,,,,,,,,,,,,,,,,,,,
1626,nwe,nwe53KyleVan,,,,,,,,,,,,,,,,,,,,
1627,nwe,nwe26ShaunWade,,,,,,,,,,,,,,,,,,,,
1628,nwe,nwe28JamesWhite,,,,,,,,10,38,1,12.7,3.3,14.0,12.0,94.0,0.0,85.7,22.0,0,0
1629,nwe,nwe17KristianWilkerson,,,,,,,,0,0,0,0.0,0.0,8.0,4.0,42.0,2.0,50.0,4.0,0,0
1630,nwe,nwe33JoejuanWilliams,,,,,,,,,,,,,,,,,,,,
1631,nwe,nwe50ChaseWinovich,,,,,,,,,,,,,,,,,,,,
1632,nwe,nwe91DeatrichWise,,,,,,,,,,,,,,,,,,,,
1633,nwe,nwe76IsaiahWynn,,,,,,,,,,,,,,,,,,,,
1634,rai,rai24JohnathanAbram,,,,,,,,,,,,,,,,,,,,
1635,rai,rai20DamonArnette,,,,,,,,,,,,,,,,,,,,
1636,rai,rai88MarcellAteman,,,,,,,,,,,,,,,,,,,,
1637,rai,rai31PeytonBarber,,,,,,,,55,212,2,21.2,5.5,13.0,10.0,67.0,0.0,76.9,65.0,2,2
1638,rai,rai78JacksonBarton,,,,,,,,,,,,,,,,,,,,
1639,rai,rai82NickBowers,,,,,,,,,,,,,,,,,,,,
1640,rai,rai84MattBushman,,,,,,,,,,,,,,,,,,,,
1641,rai,rai02DanielCarlson,,,,,,,,,,,,,,,,,,,,
1642,rai,rai04DerekCarr,428,626,4804,23,14,94.0,52.4,40,108,0,6.4,2.4,,,,,,40.0,13,13
1643,rai,rai85DerekCarrier,,,,,,,,0,0,0,0.0,0.0,2.0,2.0,13.0,0.0,100.0,2.0,0,0
1644,rai,rai26HaHa,,,,,,,,,,,,,,,,,,,,
1645,rai,rai06AJCole,,,,,,,,,,,,,,,,,,,,
1646,rai,rai57WilliamCompton,,,,,,,,,,,,,,,,,,,,
1647,rai,rai67LesterCotton,,,,,,,,,,,,,,,,,,,,
1648,rai,rai98MaxxCrosby,,,,,,,,,,,,,,,,,,,,
1649,rai,rai05DivineDeablo,,,,,,,,,,,,,,,,,,,,
1650,rai,rai23KenyanDrake,,,,,,,,63,254,2,21.2,5.3,40.0,30.0,291.0,1.0,75.0,93.0,1,1
1651,rai,rai89BryanEdwards,,,,,,,,1,0,0,0.0,0.1,59.0,34.0,571.0,3.0,57.6,35.0,1,1
1652,rai,rai72JermaineEluemunor,,,,,,,,,,,,,,,,,,,,
1653,rai,rai35BrandonFacyson,,,,,,,,,,,,,,,,,,,,
1654,rai,rai99ClelinFerrell,,,,,,,,,,,,,,,,,,,,
1655,rai,rai43KavonFrazier,,,,,,,,,,,,,,,,,,,,
1656,rai,rai37TyreeGillespie,,,,,,,,,,,,,,,,,,,,
1657,rai,rai71DenzelleGood,,,,,,,,,,,,,,,,,,,,
1658,rai,rai90JohnathanHankins,,,,,,,,,,,,,,,,,,,,
1659,rai,rai29CaseyHayward,,,,,,,,,,,,,,,,,,,,
1660,rai,rai86DanielHelm,,,,,,,,0,0,0,0.0,0.0,2.0,1.0,-1.0,0.0,50.0,1.0,0,0
1661,rai,rai39NateHobbs,,,,,,,,,,,,,,,,,,,,
1662,rai,rai45AlecIngold,,,,,,,,2,1,0,0.1,0.2,12.0,10.0,85.0,1.0,83.3,12.0,0,0
1663,rai,rai01DeSeanJackson,,,,,,,,1,4,0,0.4,0.1,19.0,12.0,233.0,1.0,63.2,13.0,1,1
1664,rai,rai28JoshJacobs,,,,,,,,217,872,9,58.1,14.5,64.0,54.0,348.0,0.0,84.4,271.0,2,2
1665,rai,rai68AndreJames,,,,,,,,,,,,,,,,,,,,
1666,rai,rai77QuintonJefferson,,,,,,,,,,,,,,,,,,,,
1667,rai,rai17TyronJohnson,,,,,,,,0,0,0,0.0,0.0,5.0,3.0,32.0,0.0,60.0,3.0,0,0
1668,rai,rai07ZayJones,,,,,,,,2,3,0,0.2,0.1,70.0,47.0,546.0,1.0,67.1,49.0,1,1
1669,rai,rai51MalcolmKoonce,,,,,,,,,,,,,,,,,,,,
1670,rai,rai44NickKwiatkoski,,,,,,,,,,,,,,,,,,,,
1671,rai,rai70AlexLeatherwood,,,,,,,,,,,,,,,,,,,,
1672,rai,rai32DallinLeavitt,,,,,,,,2,6,0,0.4,0.1,,,,,,2.0,0,0
1673,rai,rai55MarquelLee,,,,,,,,,,,,,,,,,,,,
1674,rai,rai42CoryLittleton,,,,,,,,,,,,,,,,,,,,
1675,rai,rai08MarcusMariota,1,2,4,0,0,56.2,40.3,13,87,1,8.7,1.3,,,,,,13.0,1,1
1676,rai,rai66NickMartin,,,,,,,,,,,,,,,,,,,,
1677,rai,rai93GeraldMcCoy,,,,,,,,,,,,,,,,,,,,
1678,rai,rai74KoltonMiller,,,,,,,,,,,,,,,,,,,,
1679,rai,rai25TrevonMoehrig,,,,,,,,,,,,,,,,,,,,
1680,rai,rai87FosterMoreau,,,,,,,,0,0,0,0.0,0.0,44.0,30.0,373.0,3.0,68.2,30.0,1,1
1681,rai,rai27TrayvonMullen,,,,,,,,,,,,,,,,,,,,
1682,rai,rai94CarlNassib,,,,,,,,,,,,,,,,,,,,
1683,rai,rai91YannickNgakoue,,,,,,,,,,,,,,,,,,,,
1684,rai,rai22KeiseanNixon,,,,,,,,,,,,,,,,,,,,
1685,rai,rai48PatrickOnwuasor,,,,,,,,,,,,,,,,,,,,
1686,rai,rai75BrandonParker,,,,,,,,,,,,,,,,,,,,
1687,rai,rai52DenzelPerryman,,,,,,,,,,,,,,,,,,,,
1688,rai,rai03NathanPeterman,,,,,,,,2,2,0,2.0,2.0,,,,,,2.0,0,0
1689,rai,rai96DariusPhilon,,,,,,,,,,,,,,,,,,,,
1690,rai,rai36TreyRagas,,,,,,,,1,9,0,9.0,1.0,2.0,2.0,6.0,0.0,100.0,3.0,0,0
1691,rai,rai13HunterRenfrow,,,,,,,,3,3,0,0.2,0.2,128.0,103.0,1038.0,9.0,80.5,106.0,5,5
1692,rai,rai30JalenRichard,,,,,,,,9,40,0,4.0,0.9,14.0,12.0,72.0,0.0,85.7,21.0,0,0
1693,rai,rai21AmikRobertson,,,,,,,,,,,,,,,,,,,,
1694,rai,rai11HenryRuggs,,,,,,,,3,16,0,2.3,0.4,36.0,24.0,469.0,2.0,66.7,27.0,0,0
1695,rai,rai47TrentSieg,,,,,,,,,,,,,,,,,,,,
1696,rai,rai60JordanSimmons,,,,,,,,,,,,,,,,,,,,
1697,rai,rai76JohnSimpson,,,,,,,,,,,,,,,,,,,,
1698,rai,rai41SuttonSmith,,,,,,,,,,,,,,,,,,,,
1699,rai,rai17WillieSnead,,,,,,,,0,0,0,0.0,0.0,5.0,3.0,32.0,0.0,60.0,3.0,0,0
1700,rai,rai97DamionSquare,,,,,,,,,,,,,,,,,,,,
1701,rai,rai16DillonStoner,,,,,,,,,,,,,,,,,,,,
1702,rai,rai33RodericTeamer,,,,,,,,,,,,,,,,,,,,
1703,rai,rai92SolomonThomas,,,,,,,,,,,,,,,,,,,,
1704,rai,rai46CarsonTinker,,,,,,,,,,,,,,,,,,,,
1705,rai,rai10DesmondTrufant,,,,,,,,,,,,,,,,,,,,
1706,rai,rai95KendalVickers,,,,,,,,,,,,,,,,,,,,
1707,rai,rai83DarrenWaller,,,,,,,,0,0,0,0.0,0.0,93.0,55.0,665.0,2.0,59.1,55.0,0,0
1708,rai,rai53JavinWhite,,,,,,,,,,,,,,,,,,,,
1709,rai,rai58KyleWilber,,,,,,,,,,,,,,,,,,,,
1710,rai,rai34K.J.Wright,,,,,,,,,,,,,,,,,,,,
1711,ram,ram23CamAkers,,,,,,,,5,3,0,3.0,5.0,3.0,3.0,10.0,0.0,100.0,8.0,0,0
1712,ram,ram84LandenAkers,,,,,,,,,,,,,,,,,,,,
1713,ram,ram55BrianAllen,,,,,,,,,,,,,,,,,,,,
1714,ram,ram15TutuAtwell,,,,,,,,,,,,,,,,,,,,
1715,ram,ram03OdellBeckham,,,,,,,,0,0,0,0.0,0.0,48.0,27.0,305.0,5.0,56.3,27.0,0,0
1716,ram,ram86KendallBlanton,,,,,,,,0,0,0,0.0,0.0,7.0,4.0,37.0,0.0,57.1,4.0,1,1
1717,ram,ram39AntoineBrooks,,,,,,,,,,,,,,,,,,,,
1718,ram,ram95BobbyBrown,,,,,,,,,,,,,,,,,,,,
1719,ram,ram26TerrellBurgess,,,,,,,,,,,,,,,,,,,,
1720,ram,ram93MarquiseCopeland,,,,,,,,,,,,,,,,,,,,
1721,ram,ram63AustinCorbett,,,,,,,,,,,,,,,,,,,,
1722,ram,ram21DonteDeayon,,,,,,,,,,,,,,,,,,,,
1723,ram,ram99AaronDonald,,,,,,,,,,,,,,,,,,,,
1724,ram,ram73DavidEdwards,,,,,,,,,,,,,,,,,,,,
1725,ram,ram71BobbyEvans,,,,,,,,,,,,,,,,,,,,
